symbol,status,type,distance_pct,trend,ltp,virgin_level,pivot,tc,bc,width_pct,width_percentile,narrow_threshold_pct,days_virgin,source_date,session_date,is_virgin,is_narrow,narrow_percentile_used,scanned_at
CAPLIPOINT,2516.9,V+N,2.88,above,2589.3,2516.9,2516.87,2516.9,2516.83,0.003,1.1,0.032,1,2026-07-31,2026-08-04,True,True,5.0,2026-08-04T12:56:22+05:30
ENGINERSIN,222.39,V+N,1.17,above,225.0,222.39,222.39,222.39,222.38,0.003,1.6,0.038,1,2026-07-31,2026-08-04,True,True,5.0,2026-08-04T12:56:22+05:30
ULTRACEMCO,11904.0,V+N,0.4,above,11952.0,11904.0,11903.67,11904.0,11903.33,0.006,1.6,0.023,1,2026-07-31,2026-08-04,True,True,5.0,2026-08-04T12:56:22+05:30
FIRSTCRY,212.24,V+N,1.07,above,214.51,212.24,212.23,212.24,212.21,0.016,2.2,0.067,1,2026-07-31,2026-08-04,True,True,5.0,2026-08-04T12:56:22+05:30
IRFC,89.15,V+N,0.66,above,89.74,89.15,89.15,89.15,89.15,0.004,2.2,0.033,1,2026-07-31,2026-08-04,True,True,5.0,2026-08-04T12:56:22+05:30
HEG,657.17,V+N,1.79,above,668.95,657.17,657.08,657.17,657.0,0.025,2.7,0.05,1,2026-07-31,2026-08-04,True,True,5.0,2026-08-04T12:56:22+05:30
IEX,132.25,V+N,-2.51,below,128.93,132.25,132.26,132.28,132.25,0.018,2.7,0.031,1,2026-07-31,2026-08-04,True,True,5.0,2026-08-04T12:56:22+05:30
DRREDDY,1148.07,V+N,1.14,above,1161.2,1148.07,1148.03,1148.07,1148.0,0.006,3.0,0.015,1,2026-07-31,2026-08-04,True,True,5.0,2026-08-04T12:56:22+05:30
BEL,387.83,V+N,0.75,above,390.75,387.83,387.82,387.83,387.8,0.009,3.3,0.025,1,2026-07-31,2026-08-04,True,True,5.0,2026-08-04T12:56:22+05:30
UNIONBANK,171.31,V+N,1.28,above,173.5,171.31,171.29,171.31,171.26,0.027,3.3,0.047,1,2026-07-31,2026-08-04,True,True,5.0,2026-08-04T12:56:22+05:30
APOLLOTYRE,428.25,V+N,2.28,above,438.0,428.25,428.22,428.25,428.18,0.016,3.6,0.038,1,2026-07-31,2026-08-04,True,True,5.0,2026-08-04T12:56:22+05:30
ARE&M,910.75,V+N,1.49,above,924.35,910.75,910.65,910.75,910.55,0.022,4.1,0.023,1,2026-07-31,2026-08-04,True,True,5.0,2026-08-04T12:56:22+05:30
AARTIIND,493.08,V+W,-2.12,below,482.6,493.08,497.05,501.03,493.08,1.599,97.0,0.037,1,2026-07-31,2026-08-04,True,False,5.0,2026-08-04T12:56:22+05:30
APLAPOLLO,1856.5,V+W,3.88,above,1928.6,1856.5,1844.17,1856.5,1831.83,1.338,97.5,0.017,1,2026-07-31,2026-08-04,True,False,5.0,2026-08-04T12:56:22+05:30
BALKRISIND,2454.37,V+W,2.67,above,2519.9,2454.37,2435.23,2454.37,2416.1,1.571,97.5,0.026,1,2026-07-31,2026-08-04,True,False,5.0,2026-08-04T12:56:22+05:30
GAIL,177.86,V+W,-1.1,below,175.9,177.86,179.05,180.25,177.86,1.335,97.5,0.015,1,2026-07-31,2026-08-04,True,False,5.0,2026-08-04T12:56:22+05:30
MEDANTA,1395.37,V+W,2.88,above,1435.6,1395.37,1385.13,1395.37,1374.9,1.478,97.5,0.028,1,2026-07-31,2026-08-04,True,False,5.0,2026-08-04T12:56:22+05:30
MPHASIS,2323.88,V+W,2.42,above,2380.1,2323.88,2305.47,2323.88,2287.05,1.598,98.1,0.024,1,2026-07-31,2026-08-04,True,False,5.0,2026-08-04T12:56:22+05:30
BAJFINANCE,1133.32,V+W,0.63,above,1140.4,1133.32,1125.43,1133.32,1117.55,1.401,99.2,0.025,1,2026-07-31,2026-08-04,True,False,5.0,2026-08-04T12:56:22+05:30
BAJAJFINSV,2013.83,V+W,3.82,above,2090.8,2013.83,1998.57,2013.83,1983.3,1.528,99.7,0.02,1,2026-07-31,2026-08-04,True,False,5.0,2026-08-04T12:56:22+05:30
IGL,151.94,V,1.88,above,154.8,151.94,151.91,151.94,151.88,0.046,5.5,0.046,1,2026-07-31,2026-08-04,True,False,5.0,2026-08-04T12:56:22+05:30
NSLNISP,43.01,V,1.27,above,43.56,43.01,43.0,43.01,43.0,0.039,5.5,0.032,1,2026-07-31,2026-08-04,True,False,5.0,2026-08-04T12:56:22+05:30
RPOWER,23.44,V,2.18,above,23.95,23.44,23.43,23.44,23.42,0.085,5.5,0.076,1,2026-07-31,2026-08-04,True,False,5.0,2026-08-04T12:56:22+05:30
SBFC,90.44,V,2.18,above,92.42,90.44,90.43,90.44,90.42,0.033,5.5,0.032,1,2026-07-31,2026-08-04,True,False,5.0,2026-08-04T12:56:22+05:30
ABCAPITAL,404.55,V,3.52,above,418.8,404.55,404.47,404.55,404.38,0.041,5.8,0.038,1,2026-07-31,2026-08-04,True,False,5.0,2026-08-04T12:56:22+05:30
HINDZINC,539.62,V,3.46,above,558.3,539.62,539.48,539.62,539.34,0.053,6.0,0.038,1,2026-07-31,2026-08-04,True,False,5.0,2026-08-04T12:56:22+05:30
JINDALSAW,256.88,V,2.11,above,262.3,256.88,256.8,256.88,256.72,0.058,6.0,0.043,1,2026-07-31,2026-08-04,True,False,5.0,2026-08-04T12:56:22+05:30
CLEAN,733.89,V,5.6,above,775.0,733.89,733.73,733.89,733.58,0.043,6.3,0.026,1,2026-07-31,2026-08-04,True,False,5.0,2026-08-04T12:56:22+05:30
EIDPARRY,759.85,V,4.14,above,791.3,759.85,759.65,759.85,759.45,0.053,6.8,0.032,1,2026-07-31,2026-08-04,True,False,5.0,2026-08-04T12:56:22+05:30
JSWDULUX,2940.1,V,2.56,above,3015.5,2940.1,2939.67,2940.1,2939.23,0.029,6.8,0.022,1,2026-07-31,2026-08-04,True,False,5.0,2026-08-04T12:56:22+05:30
CASTROLIND,185.27,V,0.93,above,187.0,185.27,185.25,185.27,185.23,0.022,7.1,0.014,1,2026-07-31,2026-08-04,True,False,5.0,2026-08-04T12:56:22+05:30
SHREECEM,26051.67,V,2.89,above,26805.0,26051.67,26048.33,26051.67,26045.0,0.026,7.1,0.013,1,2026-07-31,2026-08-04,True,False,5.0,2026-08-04T12:56:22+05:30
IOB,33.92,V,1.05,above,34.28,33.92,33.92,33.92,33.91,0.049,7.4,0.034,1,2026-07-31,2026-08-04,True,False,5.0,2026-08-04T12:56:22+05:30
BERGEPAINT,520.36,V,3.31,above,537.6,520.36,520.27,520.36,520.18,0.035,7.7,0.013,1,2026-07-31,2026-08-04,True,False,5.0,2026-08-04T12:56:22+05:30
ELGIEQUIP,570.27,V,2.7,above,585.7,570.27,570.07,570.27,569.86,0.073,7.7,0.045,1,2026-07-31,2026-08-04,True,False,5.0,2026-08-04T12:56:22+05:30
BATAINDIA,696.53,V,2.74,above,715.6,696.53,696.4,696.53,696.28,0.036,7.9,0.022,1,2026-07-31,2026-08-04,True,False,5.0,2026-08-04T12:56:22+05:30
PAYTM,1342.37,V,4.55,above,1403.4,1342.37,1341.73,1342.37,1341.1,0.094,8.2,0.057,1,2026-07-31,2026-08-04,True,False,5.0,2026-08-04T12:56:22+05:30
