symbol,status,type,distance_pct,trend,ltp,virgin_level,pivot,tc,bc,width_pct,width_percentile,narrow_threshold_pct,days_virgin,source_date,session_date,is_virgin,is_narrow,narrow_percentile_used,scanned_at
SBICARD,603.50,V+N,-1.37,below,595.25,603.5,603.5,603.5,603.5,0.0,0.0,0.027,1,2026-07-06,2026-07-08,True,True,5.0,2026-07-08T12:52:14+05:30
RITES,235.43,V+N,-3.31,below,227.65,235.43,235.44,235.44,235.43,0.004,2.2,0.025,1,2026-07-07,2026-07-08,True,True,5.0,2026-07-08T12:52:14+05:30
BHARTIHEXA,1467.35,V+N,4.61,above,1535.0,1467.35,1467.2,1467.35,1467.05,0.02,2.7,0.037,1,2026-07-06,2026-07-08,True,True,5.0,2026-07-08T12:52:14+05:30
USHAMART,514.58,V+N,-2.24,below,503.05,514.58,514.62,514.65,514.58,0.013,3.0,0.04,1,2026-07-06,2026-07-08,True,True,5.0,2026-07-08T12:52:14+05:30
CARBORUNIV,1144.25,V+N,-4.18,below,1096.4,1144.25,1144.33,1144.42,1144.25,0.015,3.3,0.029,1,2026-07-06,2026-07-08,True,True,5.0,2026-07-08T12:52:14+05:30
STARHEALTH,581.45,V+N,1.99,above,593.0,581.45,581.42,581.45,581.38,0.011,3.3,0.024,1,2026-07-06,2026-07-08,True,True,5.0,2026-07-08T12:52:14+05:30
NMDC,85.04,V+N,-0.36,below,84.73,85.04,85.05,85.06,85.04,0.024,3.8,0.028,1,2026-07-06,2026-07-08,True,True,5.0,2026-07-08T12:52:14+05:30
TATAPOWER,377.24,V+N,-0.55,below,375.15,377.24,377.28,377.32,377.24,0.022,3.8,0.03,1,2026-07-07,2026-07-08,True,True,5.0,2026-07-08T12:52:14+05:30
ACMESOLAR,383.78,V+N,-4.44,below,366.75,383.78,383.87,383.95,383.78,0.043,4.1,0.047,1,2026-07-06,2026-07-08,True,True,5.0,2026-07-08T12:52:14+05:30
ACC,1396.55,V+N,-2.02,below,1368.3,1396.55,1396.73,1396.92,1396.55,0.026,4.4,0.033,1,2026-07-06,2026-07-08,True,True,5.0,2026-07-08T12:52:14+05:30
POLYMED,1688.18,V+N,-2.04,below,1653.8,1688.18,1688.57,1688.95,1688.18,0.045,4.7,0.052,1,2026-07-06,2026-07-08,True,True,5.0,2026-07-08T12:52:14+05:30
INDIAMART,1889.07,V+N,1.54,above,1918.1,1889.07,1888.83,1889.07,1888.6,0.025,4.9,0.025,1,2026-07-06,2026-07-08,True,True,5.0,2026-07-08T12:52:14+05:30
AEGISVOPAK,276.60,V+W,1.7,above,281.3,276.6,273.23,276.6,269.86,2.467,97.8,0.032,1,2026-07-06,2026-07-08,True,False,5.0,2026-07-08T12:52:14+05:30
