symbol,status,type,distance_pct,trend,ltp,virgin_level,pivot,tc,bc,width_pct,width_percentile,narrow_threshold_pct,days_virgin,source_date,session_date,is_virgin,is_narrow,narrow_percentile_used,scanned_at
IIFL,611.85,V+N,1.43,above,620.6,611.85,611.82,611.85,611.78,0.011,2.7,0.027,1,2026-08-07,2026-08-10,True,True,5.0,2026-08-10T11:35:28+05:30
NLCINDIA,304.35,V+N,-4.65,below,290.2,304.35,304.37,304.38,304.35,0.011,2.7,0.049,1,2026-08-07,2026-08-10,True,True,5.0,2026-08-10T11:35:28+05:30
PAYTM,1442.4,V+N,8.34,above,1562.7,1442.4,1442.13,1442.4,1441.87,0.037,4.1,0.053,1,2026-08-07,2026-08-10,True,True,5.0,2026-08-10T11:35:28+05:30
AUROPHARMA,1645.72,V+W,0.45,above,1653.2,1645.72,1633.43,1645.72,1621.15,1.504,97.0,0.038,1,2026-08-07,2026-08-10,True,False,5.0,2026-08-10T11:35:28+05:30
FORTIS,948.61,V+W,0.73,above,955.5,948.61,942.07,948.61,935.52,1.389,97.5,0.031,1,2026-08-07,2026-08-10,True,False,5.0,2026-08-10T11:35:28+05:30
RKFORGE,720.59,V+W,4.79,above,755.1,720.59,714.63,720.59,708.67,1.668,97.8,0.048,1,2026-08-07,2026-08-10,True,False,5.0,2026-08-10T11:35:28+05:30
CROMPTON,253.02,V+W,-1.96,below,248.05,253.02,256.08,259.15,253.02,2.395,99.2,0.025,1,2026-08-07,2026-08-10,True,False,5.0,2026-08-10T11:35:28+05:30
MOTHERSON,166.5,V+W,1.89,above,169.64,166.5,164.49,166.5,162.49,2.438,99.5,0.033,1,2026-08-07,2026-08-10,True,False,5.0,2026-08-10T11:35:28+05:30
CYIENT,857.88,V,0.59,above,862.95,857.88,857.75,857.88,857.62,0.029,5.8,0.024,1,2026-08-07,2026-08-10,True,False,5.0,2026-08-10T11:35:28+05:30
IDEA,12.74,V,1.49,above,12.93,12.74,12.74,12.74,12.73,0.052,6.0,0.047,1,2026-08-07,2026-08-10,True,False,5.0,2026-08-10T11:35:28+05:30
KAYNES,3852.5,V,-2.2,below,3767.7,3852.5,3853.77,3855.03,3852.5,0.066,6.6,0.046,1,2026-08-07,2026-08-10,True,False,5.0,2026-08-10T11:35:28+05:30
AMBER,7437.67,V,-3.75,below,7159.0,7437.67,7440.33,7443.0,7437.67,0.072,7.4,0.031,1,2026-08-07,2026-08-10,True,False,5.0,2026-08-10T11:35:28+05:30
INDGN,554.3,V,2.37,above,567.45,554.3,554.15,554.3,554.0,0.054,9.0,0.022,1,2026-08-07,2026-08-10,True,False,5.0,2026-08-10T11:35:28+05:30
GPIL,240.25,V,-0.66,below,238.67,240.25,240.37,240.49,240.25,0.098,10.7,0.023,1,2026-08-07,2026-08-10,True,False,5.0,2026-08-10T11:35:28+05:30
BALKRISIND,2465.67,V,2.09,above,2517.1,2465.67,2465.03,2465.67,2464.4,0.051,11.2,0.026,1,2026-08-07,2026-08-10,True,False,5.0,2026-08-10T11:35:28+05:30
ENDURANCE,2903.03,V,2.28,above,2969.1,2903.03,2901.57,2903.03,2900.1,0.101,12.3,0.046,1,2026-08-07,2026-08-10,True,False,5.0,2026-08-10T11:35:28+05:30
NATCOPHARM,916.14,V,0.54,above,921.05,916.14,915.63,916.14,915.12,0.111,14.0,0.019,1,2026-08-07,2026-08-10,True,False,5.0,2026-08-10T11:35:28+05:30
SBFC,94.3,V,-1.86,below,92.55,94.3,94.35,94.4,94.3,0.106,14.2,0.032,1,2026-08-07,2026-08-10,True,False,5.0,2026-08-10T11:35:28+05:30
SYRMA,1423.38,V,5.41,above,1500.4,1423.38,1422.07,1423.38,1420.75,0.185,16.2,0.045,1,2026-08-07,2026-08-10,True,False,5.0,2026-08-10T11:35:28+05:30
UCOBANK,26.41,V,-0.66,below,26.24,26.41,26.43,26.45,26.41,0.114,16.7,0.013,1,2026-08-07,2026-08-10,True,False,5.0,2026-08-10T11:35:28+05:30
LALPATHLAB,1930.23,V,1.55,above,1960.1,1930.23,1928.87,1930.23,1927.5,0.142,17.3,0.044,1,2026-08-07,2026-08-10,True,False,5.0,2026-08-10T11:35:28+05:30
NATIONALUM,380.67,V,1.35,above,385.8,380.67,380.33,380.67,380.0,0.175,18.4,0.04,1,2026-08-07,2026-08-10,True,False,5.0,2026-08-10T11:35:28+05:30
UTIAMC,898.8,V,1.19,above,909.5,898.8,898.08,898.8,897.37,0.16,20.3,0.043,1,2026-08-07,2026-08-10,True,False,5.0,2026-08-10T11:35:28+05:30
OLAELEC,41.13,V,-2.43,below,40.13,41.13,41.19,41.25,41.13,0.291,20.5,0.073,1,2026-08-07,2026-08-10,True,False,5.0,2026-08-10T11:35:28+05:30
NBCC,95.42,V,-0.39,below,95.05,95.42,95.52,95.61,95.42,0.195,21.1,0.042,1,2026-08-07,2026-08-10,True,False,5.0,2026-08-10T11:35:28+05:30
