symbol,status,type,distance_pct,trend,ltp,virgin_level,pivot,tc,bc,width_pct,width_percentile,narrow_threshold_pct,days_virgin,source_date,session_date,is_virgin,is_narrow,narrow_percentile_used,scanned_at
ADANIPORTS,1691.02,V+N,-1.05,below,1673.3,1691.02,1691.03,1691.05,1691.02,0.002,1.6,0.02,1,2026-08-17,2026-08-19,True,True,5.0,2026-08-19T10:46:13+05:30
LEMONTREE,109.00,V+N,-0.56,below,108.4,109.0,109.01,109.01,109.0,0.009,1.9,0.023,1,2026-08-18,2026-08-19,True,True,5.0,2026-08-19T10:46:13+05:30
COROMANDEL,2097.65,V+N,-2.16,below,2052.3,2097.65,2097.73,2097.82,2097.65,0.008,2.2,0.035,1,2026-08-17,2026-08-19,True,True,5.0,2026-08-19T10:46:13+05:30
RAILTEL,280.02,V+N,2.78,above,287.8,280.02,280.0,280.02,279.98,0.018,2.5,0.042,1,2026-08-17,2026-08-19,True,True,5.0,2026-08-19T10:46:13+05:30
ESCORTS,3134.05,V+N,-2.5,below,3055.8,3134.05,3134.5,3134.95,3134.05,0.029,2.7,0.041,1,2026-08-17,2026-08-19,True,True,5.0,2026-08-19T10:46:13+05:30
BIKAJI,613.68,V+N,-0.55,below,610.3,613.68,613.72,613.75,613.68,0.011,3.0,0.018,1,2026-08-17,2026-08-19,True,True,5.0,2026-08-19T10:46:13+05:30
MANKIND,2379.72,V+N,0.75,above,2397.5,2379.72,2379.43,2379.72,2379.15,0.024,3.3,0.038,1,2026-08-18,2026-08-19,True,True,5.0,2026-08-19T10:46:13+05:30
ABBOTINDIA,26900.00,V+N,-1.39,below,26525.0,26900.0,26901.67,26903.33,26900.0,0.012,3.6,0.034,1,2026-08-17,2026-08-19,True,True,5.0,2026-08-19T10:46:13+05:30
CGPOWER,894.30,V+N,-3.28,below,865.0,894.3,894.4,894.5,894.3,0.022,3.8,0.035,1,2026-08-18,2026-08-19,True,True,5.0,2026-08-19T10:46:13+05:30
GALLANTT,583.11,V+N,-1.72,below,573.05,583.11,583.27,583.43,583.11,0.054,4.7,0.062,1,2026-08-17,2026-08-19,True,True,5.0,2026-08-19T10:46:13+05:30
LGEINDIA,1680.58,V+W,-3.55,below,1621.0,1680.58,1693.57,1706.55,1680.58,1.533,97.6,0.01,1,2026-08-17,2026-08-19,True,False,5.0,2026-08-19T10:46:13+05:30
SBICARD,619.51,V+W,-0.99,below,613.35,619.51,624.02,628.53,619.51,1.445,98.1,0.029,1,2026-08-18,2026-08-19,True,False,5.0,2026-08-19T10:46:13+05:30
GPIL,248.20,V+W,0.99,above,250.66,248.2,245.57,248.2,242.95,2.136,98.9,0.023,1,2026-08-17,2026-08-19,True,False,5.0,2026-08-19T10:46:13+05:30
RRKABEL,2750.95,V,2.95,above,2832.0,2750.95,2750.17,2750.95,2749.38,0.057,5.5,0.045,1,2026-08-17,2026-08-19,True,False,5.0,2026-08-19T10:46:13+05:30
ZFCVINDIA,2623.13,V,0.42,above,2634.1,2623.13,2622.57,2623.13,2622.0,0.043,5.5,0.038,1,2026-08-17,2026-08-19,True,False,5.0,2026-08-19T10:46:13+05:30
NATIONALUM,388.11,V,-1.46,below,382.45,388.11,388.22,388.32,388.11,0.056,6.8,0.04,1,2026-08-18,2026-08-19,True,False,5.0,2026-08-19T10:46:13+05:30
NMDC,84.21,V,-1.12,below,83.27,84.21,84.23,84.26,84.21,0.051,7.9,0.028,1,2026-08-18,2026-08-19,True,False,5.0,2026-08-19T10:46:13+05:30
ONGC,239.66,V,0.18,above,240.08,239.66,239.61,239.66,239.55,0.045,9.3,0.028,1,2026-08-18,2026-08-19,True,False,5.0,2026-08-19T10:46:13+05:30
ITCHOTELS,166.17,V,-1.01,below,164.49,166.17,166.23,166.3,166.17,0.078,9.6,0.038,1,2026-08-17,2026-08-19,True,False,5.0,2026-08-19T10:46:13+05:30
