symbol,status,type,distance_pct,trend,ltp,virgin_level,pivot,tc,bc,width_pct,width_percentile,narrow_threshold_pct,days_virgin,source_date,session_date,is_virgin,is_narrow,narrow_percentile_used,scanned_at
BIOCON,416.97,V+N,-1.53,below,410.6,416.97,416.98,416.99,416.97,0.004,1.6,0.03,1,2026-08-14,2026-08-17,True,True,5.0,2026-08-17T10:55:35+05:30
BALRAMCHIN,624.84,V+N,2.07,above,637.8,624.84,624.83,624.84,624.83,0.003,1.9,0.025,1,2026-08-14,2026-08-17,True,True,5.0,2026-08-17T10:55:35+05:30
SONATSOFTW,325.82,V+N,-2.03,below,319.2,325.82,325.85,325.87,325.82,0.015,3.8,0.026,1,2026-08-14,2026-08-17,True,True,5.0,2026-08-17T10:55:35+05:30
TCS,2361.23,V+N,-1.95,below,2315.2,2361.23,2361.47,2361.7,2361.23,0.02,3.8,0.029,1,2026-08-14,2026-08-17,True,True,5.0,2026-08-17T10:55:35+05:30
INDUSINDBK,1020.4,V+N,-1.34,below,1006.7,1020.4,1020.53,1020.67,1020.4,0.026,4.1,0.031,1,2026-08-14,2026-08-17,True,True,5.0,2026-08-17T10:55:35+05:30
BALKRISIND,2428.2,V+W,-2.09,below,2377.4,2428.2,2446.4,2464.6,2428.2,1.488,97.3,0.026,1,2026-08-13,2026-08-17,True,False,5.0,2026-08-17T10:55:35+05:30
3MINDIA,35610.0,V+W,-1.42,below,35105.0,35610.0,35880.0,36150.0,35610.0,1.505,98.1,0.025,1,2026-08-14,2026-08-17,True,False,5.0,2026-08-17T10:55:35+05:30
SAIL,168.06,V+W,0.92,above,169.6,168.06,166.61,168.06,165.17,1.739,98.6,0.026,1,2026-08-14,2026-08-17,True,False,5.0,2026-08-17T10:55:35+05:30
APOLLOHOSP,8865.92,V+W,0.38,above,8899.5,8865.92,8811.33,8865.92,8756.75,1.239,99.2,0.017,1,2026-08-14,2026-08-17,True,False,5.0,2026-08-17T10:55:35+05:30
360ONE,1179.25,V,-2.13,below,1154.1,1179.25,1179.5,1179.75,1179.25,0.042,6.6,0.032,1,2026-08-14,2026-08-17,True,False,5.0,2026-08-17T10:55:35+05:30
IDBI,82.81,V,-1.45,below,81.61,82.81,82.83,82.86,82.81,0.056,6.6,0.042,1,2026-08-13,2026-08-17,True,False,5.0,2026-08-17T10:55:35+05:30
DEEPAKNTR,1722.78,V,1.09,above,1741.5,1722.78,1722.37,1722.78,1721.95,0.048,6.8,0.03,1,2026-08-14,2026-08-17,True,False,5.0,2026-08-17T10:55:35+05:30
RBLBANK,385.09,V,-0.65,below,382.6,385.09,385.18,385.27,385.09,0.048,7.4,0.032,1,2026-08-14,2026-08-17,True,False,5.0,2026-08-17T10:55:35+05:30
HINDALCO,1029.36,V,0.82,above,1037.75,1029.36,1029.22,1029.36,1029.08,0.028,7.9,0.011,1,2026-08-14,2026-08-17,True,False,5.0,2026-08-17T10:55:35+05:30
GRANULES,858.7,V,-0.98,below,850.25,858.7,859.0,859.3,858.7,0.07,8.5,0.037,1,2026-08-14,2026-08-17,True,False,5.0,2026-08-17T10:55:35+05:30
