symbol,timeframe,direction,mode,close,level,breakout_pct,volume_ratio,prior_high,prior_low,bar_time,lookback,is_52w_high,strong_close,scanned_at
APARINDS,1H,bullish,standard,14196.0,14040.0,1.11,9.09,14040.0,13309.0,2026-07-24,20,False,True,2026-07-24T12:51:11+05:30
TIMKEN,1H,bullish,standard,3151.0,3148.9,0.07,3.88,3148.9,3037.8,2026-07-24,20,False,True,2026-07-24T12:51:11+05:30
TATAELXSI,1H,bullish,standard,3510.0,3472.0,1.09,2.97,3472.0,3360.1,2026-07-24,20,False,True,2026-07-24T12:51:11+05:30
ITC,1H,bullish,standard,284.5,284.25,0.09,2.13,284.25,278.5,2026-07-24,20,False,True,2026-07-24T12:51:11+05:30
PVRINOX,1H,bullish,standard,1055.45,1053.0,0.23,2.04,1053.0,981.45,2026-07-24,20,False,True,2026-07-24T12:51:11+05:30
WIPRO,1H,bullish,standard,176.72,175.59,0.64,1.87,175.59,172.83,2026-07-24,20,False,True,2026-07-24T12:51:11+05:30
ACUTAAS,1H,bearish,standard,3301.6,3376.4,-2.22,10.62,3699.1,3376.4,2026-07-24,20,False,True,2026-07-24T12:51:11+05:30
HOMEFIRST,1H,bearish,standard,1157.0,1161.3,-0.37,2.33,1288.3,1161.3,2026-07-24,20,False,True,2026-07-24T12:51:11+05:30
SYRMA,1H,bearish,standard,1314.2,1317.3,-0.24,1.34,1390.9,1317.3,2026-07-24,20,False,True,2026-07-24T12:51:11+05:30
PVRINOX,1D,bullish,standard,1055.45,1032.3,2.24,6.49,1032.3,958.8,2026-07-24,20,False,True,2026-07-24T12:51:11+05:30
UNITDSPR,1D,bullish,standard,1476.0,1429.99,3.22,3.5,1429.99,1320.03,2026-07-24,20,True,True,2026-07-24T12:51:11+05:30
MOTILALOFS,1D,bearish,standard,867.6,903.65,-3.99,16.08,989.75,903.65,2026-07-24,20,False,True,2026-07-24T12:51:11+05:30
GODIGIT,1D,bearish,standard,260.25,277.8,-6.32,3.63,332.95,277.8,2026-07-24,20,False,True,2026-07-24T12:51:11+05:30
IGIL,1D,bearish,standard,328.3,335.9,-2.26,3.02,369.95,335.9,2026-07-24,20,False,True,2026-07-24T12:51:11+05:30
KARURVYSYA,1W,bullish,standard,335.25,325.9,2.87,8.53,325.9,255.55,2026-07-24,20,False,True,2026-07-24T12:51:11+05:30
M&MFIN,1W,bullish,standard,362.5,361.76,0.2,5.75,361.76,266.65,2026-07-24,20,False,True,2026-07-24T12:51:11+05:30
FLUOROCHEM,1W,bullish,standard,4554.2,4169.9,9.22,2.23,4169.9,2925.1,2026-07-24,20,False,True,2026-07-24T12:51:11+05:30
BAJAJ-AUTO,1W,bullish,standard,11176.5,10750.0,3.97,2.13,10750.0,8504.32,2026-07-24,20,False,True,2026-07-24T12:51:11+05:30
MANAPPURAM,1W,bullish,standard,348.9,347.9,0.29,1.64,347.9,244.76,2026-07-24,20,False,True,2026-07-24T12:51:11+05:30
SONACOMS,1W,bullish,standard,730.75,708.45,3.15,1.52,708.45,473.03,2026-07-24,20,False,True,2026-07-24T12:51:11+05:30
CIEINDIA,1W,bearish,standard,416.25,421.05,-1.14,5.24,504.0,421.05,2026-07-24,20,False,True,2026-07-24T12:51:11+05:30
INDIAMART,1W,bearish,standard,1773.5,1857.36,-4.52,2.73,2154.77,1857.36,2026-07-24,20,False,True,2026-07-24T12:51:11+05:30
GODIGIT,1W,bearish,standard,260.25,280.5,-7.22,1.55,346.65,280.5,2026-07-24,20,False,True,2026-07-24T12:51:11+05:30
DRREDDY,1W,bearish,standard,1151.5,1160.14,-0.74,1.51,1405.98,1160.14,2026-07-24,20,False,True,2026-07-24T12:51:11+05:30
FLUOROCHEM,1M,bullish,standard,4554.2,4531.17,0.51,1.94,4531.17,2916.6,2026-07-31,20,False,True,2026-07-24T12:51:11+05:30
TORNTPHARM,1M,bullish,standard,4977.1,4742.9,4.94,1.77,4742.9,2855.68,2026-07-31,20,False,True,2026-07-24T12:51:11+05:30
WELCORP,1M,bullish,standard,1599.0,1525.0,4.85,1.74,1525.0,644.52,2026-07-31,20,False,True,2026-07-24T12:51:11+05:30
HSCL,1M,bullish,standard,783.2,718.0,9.08,1.63,718.0,364.39,2026-07-31,20,False,True,2026-07-24T12:51:11+05:30
SHYAMMETL,1M,bullish,standard,1031.35,1014.0,1.71,1.4,1014.0,623.83,2026-07-31,20,False,True,2026-07-24T12:51:11+05:30
AEGISLOG,1M,bullish,standard,1341.0,1189.61,12.73,1.34,1189.61,573.05,2026-07-31,20,False,True,2026-07-24T12:51:11+05:30
PATANJALI,1M,bearish,standard,339.9,406.35,-16.35,2.85,665.11,406.35,2026-07-31,20,False,True,2026-07-24T12:51:11+05:30
KPITTECH,1M,bearish,standard,564.45,624.9,-9.67,2.25,1549.42,624.9,2026-07-31,20,False,True,2026-07-24T12:51:11+05:30
BSOFT,1M,bearish,standard,280.15,280.85,-0.25,1.56,605.72,280.85,2026-07-31,20,False,True,2026-07-24T12:51:11+05:30
TATAELXSI,1M,bearish,standard,3510.1,3813.8,-7.96,1.49,7260.2,3813.8,2026-07-31,20,False,True,2026-07-24T12:51:11+05:30
