symbol,status,type,distance_pct,trend,ltp,virgin_level,pivot,tc,bc,width_pct,width_percentile,narrow_threshold_pct,days_virgin,source_date,session_date,is_virgin,is_narrow,narrow_percentile_used,scanned_at
THELEELA,518.02,V+N,-0.82,below,513.75,518.02,518.03,518.05,518.02,0.006,1.7,0.03,1,2026-08-07,2026-08-11,True,True,5.0,2026-08-11T11:16:47+05:30
ERIS,1382.6,V+N,1.02,above,1396.7,1382.6,1382.53,1382.6,1382.47,0.01,1.9,0.03,1,2026-08-07,2026-08-11,True,True,5.0,2026-08-11T11:16:47+05:30
IIFL,611.85,V+N,2.22,above,625.45,611.85,611.82,611.85,611.78,0.011,2.7,0.027,1,2026-08-07,2026-08-11,True,True,5.0,2026-08-11T11:16:47+05:30
RELIANCE,1327.1,V+N,-0.49,below,1320.6,1327.1,1327.17,1327.23,1327.1,0.01,3.0,0.025,1,2026-08-10,2026-08-11,True,True,5.0,2026-08-11T11:16:47+05:30
NTPC,340.43,V+N,-1.14,below,336.55,340.43,340.43,340.44,340.43,0.005,3.6,0.015,1,2026-08-10,2026-08-11,True,True,5.0,2026-08-11T11:16:47+05:30
REDINGTON,353.15,V+N,1.35,above,357.9,353.15,353.1,353.15,353.05,0.028,3.8,0.038,1,2026-08-10,2026-08-11,True,True,5.0,2026-08-11T11:16:47+05:30
ONGC,239.81,V+N,0.21,above,240.3,239.81,239.78,239.81,239.75,0.026,4.4,0.028,1,2026-08-10,2026-08-11,True,True,5.0,2026-08-11T11:16:47+05:30
TITAN,5061.4,V+W,1.39,above,5132.0,5061.4,5032.8,5061.4,5004.2,1.137,97.0,0.018,1,2026-08-10,2026-08-11,True,False,5.0,2026-08-11T11:16:47+05:30
DELHIVERY,474.88,V+W,0.59,above,477.7,474.88,471.4,474.88,467.93,1.474,97.5,0.019,1,2026-08-10,2026-08-11,True,False,5.0,2026-08-11T11:16:47+05:30
RKFORGE,720.59,V+W,3.94,above,748.95,720.59,714.63,720.59,708.67,1.668,97.8,0.048,1,2026-08-07,2026-08-11,True,False,5.0,2026-08-11T11:16:47+05:30
PAYTM,1563.32,V+W,3.54,above,1618.6,1563.32,1542.53,1563.32,1521.75,2.695,99.2,0.053,1,2026-08-10,2026-08-11,True,False,5.0,2026-08-11T11:16:47+05:30
SBIN,1077.65,V+W,-0.64,below,1070.7,1077.65,1084.3,1090.95,1077.65,1.227,99.5,0.011,1,2026-08-10,2026-08-11,True,False,5.0,2026-08-11T11:16:47+05:30
PFC,389.74,V+W,-1.86,below,382.5,389.74,394.33,398.93,389.74,2.329,99.7,0.036,1,2026-08-10,2026-08-11,True,False,5.0,2026-08-11T11:16:47+05:30
RECLTD,347.22,V+W,-1.4,below,342.35,347.22,350.68,354.15,347.22,1.977,99.7,0.016,1,2026-08-10,2026-08-11,True,False,5.0,2026-08-11T11:16:47+05:30
AIIL,596.0,V,-1.49,below,587.1,596.0,596.2,596.4,596.0,0.067,5.2,0.055,1,2026-08-07,2026-08-11,True,False,5.0,2026-08-11T11:16:47+05:30
LUPIN,2298.9,V,-1.47,below,2265.0,2298.9,2299.27,2299.63,2298.9,0.032,5.8,0.028,1,2026-08-10,2026-08-11,True,False,5.0,2026-08-11T11:16:47+05:30
PRESTIGE,1584.13,V,1.56,above,1608.8,1584.13,1583.47,1584.13,1582.8,0.084,6.8,0.055,1,2026-08-07,2026-08-11,True,False,5.0,2026-08-11T11:16:47+05:30
ELGIEQUIP,588.65,V,-3.0,below,571.0,588.65,588.85,589.05,588.65,0.068,7.4,0.045,1,2026-08-07,2026-08-11,True,False,5.0,2026-08-11T11:16:47+05:30
BIOCON,426.22,V,-0.47,below,424.2,426.22,426.33,426.45,426.22,0.055,9.0,0.031,1,2026-08-10,2026-08-11,True,False,5.0,2026-08-11T11:16:47+05:30
INDGN,554.3,V,4.2,above,577.6,554.3,554.15,554.3,554.0,0.054,9.0,0.022,1,2026-08-07,2026-08-11,True,False,5.0,2026-08-11T11:16:47+05:30
URBANCO,143.53,V,-4.04,below,137.72,143.53,143.6,143.67,143.53,0.1,9.9,0.045,1,2026-08-07,2026-08-11,True,False,5.0,2026-08-11T11:16:47+05:30
IRFC,88.53,V,-0.44,below,88.14,88.53,88.56,88.58,88.53,0.064,10.7,0.033,1,2026-08-10,2026-08-11,True,False,5.0,2026-08-11T11:16:47+05:30
KAJARIACER,1168.7,V,2.65,above,1199.7,1168.7,1168.23,1168.7,1167.77,0.08,11.0,0.029,1,2026-08-07,2026-08-11,True,False,5.0,2026-08-11T11:16:47+05:30
BALKRISIND,2465.67,V,2.49,above,2527.1,2465.67,2465.03,2465.67,2464.4,0.051,11.2,0.026,1,2026-08-07,2026-08-11,True,False,5.0,2026-08-11T11:16:47+05:30
NH,1882.85,V,-1.74,below,1850.0,1882.85,1883.6,1884.35,1882.85,0.08,11.5,0.036,1,2026-08-07,2026-08-11,True,False,5.0,2026-08-11T11:16:47+05:30
LAURUSLABS,1851.8,V,-0.68,below,1839.2,1851.8,1852.53,1853.27,1851.8,0.079,12.1,0.017,1,2026-08-10,2026-08-11,True,False,5.0,2026-08-11T11:16:47+05:30
PIDILITIND,1661.55,V,0.57,above,1671.0,1661.55,1661.03,1661.55,1660.52,0.062,12.1,0.026,1,2026-08-07,2026-08-11,True,False,5.0,2026-08-11T11:16:47+05:30
CAPLIPOINT,2577.15,V,2.07,above,2630.5,2577.15,2576.13,2577.15,2575.12,0.079,12.3,0.032,1,2026-08-07,2026-08-11,True,False,5.0,2026-08-11T11:16:47+05:30
ENDURANCE,2903.03,V,3.91,above,3016.4,2903.03,2901.57,2903.03,2900.1,0.101,12.3,0.046,1,2026-08-07,2026-08-11,True,False,5.0,2026-08-11T11:16:47+05:30
ZEEL,94.47,V,-1.57,below,92.99,94.47,94.52,94.58,94.47,0.109,13.2,0.045,1,2026-08-10,2026-08-11,True,False,5.0,2026-08-11T11:16:47+05:30
SBFC,94.3,V,-0.85,below,93.5,94.3,94.35,94.4,94.3,0.106,14.2,0.032,1,2026-08-07,2026-08-11,True,False,5.0,2026-08-11T11:16:47+05:30
ZENTEC,1718.67,V,3.24,above,1774.3,1718.67,1717.33,1718.67,1716.0,0.155,15.9,0.015,1,2026-08-10,2026-08-11,True,False,5.0,2026-08-11T11:16:47+05:30
JUBLINGREA,741.25,V,0.85,above,747.55,741.25,740.65,741.25,740.05,0.162,17.0,0.034,1,2026-08-10,2026-08-11,True,False,5.0,2026-08-11T11:16:47+05:30
ABDL,601.25,V,3.03,above,619.45,601.25,600.58,601.25,599.92,0.222,17.5,0.076,1,2026-08-07,2026-08-11,True,False,5.0,2026-08-11T11:16:47+05:30
ATGL,659.68,V,1.17,above,667.4,659.68,659.27,659.68,658.85,0.126,17.8,0.031,1,2026-08-10,2026-08-11,True,False,5.0,2026-08-11T11:16:47+05:30
MUTHOOTFIN,2912.2,V,0.65,above,2931.1,2912.2,2910.13,2912.2,2908.07,0.142,17.8,0.04,1,2026-08-10,2026-08-11,True,False,5.0,2026-08-11T11:16:47+05:30
CANFINHOME,810.77,V,1.19,above,820.4,810.77,810.25,810.77,809.73,0.13,18.9,0.021,1,2026-08-07,2026-08-11,True,False,5.0,2026-08-11T11:16:47+05:30
UTIAMC,898.8,V,1.02,above,907.95,898.8,898.08,898.8,897.37,0.16,20.3,0.043,1,2026-08-07,2026-08-11,True,False,5.0,2026-08-11T11:16:47+05:30
AJANTPHARM,3503.8,V,1.96,above,3572.6,3503.8,3501.4,3503.8,3499.0,0.137,20.5,0.04,1,2026-08-10,2026-08-11,True,False,5.0,2026-08-11T11:16:47+05:30
INDIAMART,1758.25,V,1.52,above,1785.0,1758.25,1757.17,1758.25,1756.08,0.123,21.4,0.026,1,2026-08-07,2026-08-11,True,False,5.0,2026-08-11T11:16:47+05:30
IOC,142.08,V,-1.52,below,139.92,142.08,142.17,142.25,142.08,0.12,21.4,0.021,1,2026-08-10,2026-08-11,True,False,5.0,2026-08-11T11:16:47+05:30
KPRMILL,1080.1,V,3.57,above,1118.7,1080.1,1078.97,1080.1,1077.83,0.21,22.2,0.052,1,2026-08-07,2026-08-11,True,False,5.0,2026-08-11T11:16:47+05:30
