symbol,timeframe,direction,mode,close,level,breakout_pct,volume_ratio,prior_high,prior_low,bar_time,lookback,is_52w_high,strong_close,scanned_at
DEVYANI,1H,bullish,standard,117.32,115.89,1.23,3.87,115.89,112.73,2026-07-07,20,False,True,2026-07-07T13:35:40+05:30
RITES,1H,bullish,standard,244.38,243.0,0.57,2.03,243.0,215.51,2026-07-07,20,False,True,2026-07-07T13:35:40+05:30
HAVELLS,1H,bullish,standard,1217.7,1214.6,0.26,1.43,1214.6,1176.4,2026-07-07,20,False,True,2026-07-07T13:35:40+05:30
RITES,1D,bullish,standard,244.38,241.3,1.28,11.81,241.3,199.09,2026-07-07,20,False,True,2026-07-07T13:35:40+05:30
NAUKRI,1D,bullish,standard,1148.8,1055.1,8.88,7.26,1055.1,949.05,2026-07-07,20,False,True,2026-07-07T13:35:40+05:30
JUBLFOOD,1D,bullish,standard,450.85,438.7,2.77,4.49,438.7,411.1,2026-07-07,20,False,True,2026-07-07T13:35:40+05:30
TITAN,1D,bullish,standard,4600.5,4507.7,2.06,3.59,4507.7,3962.8,2026-07-07,20,False,True,2026-07-07T13:35:40+05:30
NATCOPHARM,1D,bullish,standard,976.1,951.5,2.59,2.46,951.5,839.0,2026-07-07,20,False,True,2026-07-07T13:35:40+05:30
JBCHEPHARM,1D,bullish,standard,2419.7,2371.8,2.02,2.36,2371.8,2131.3,2026-07-07,20,True,True,2026-07-07T13:35:40+05:30
CEATLTD,1D,bullish,standard,3936.9,3845.0,2.39,2.08,3845.0,3061.2,2026-07-07,20,False,True,2026-07-07T13:35:40+05:30
INDUSINDBK,1D,bullish,standard,1031.8,978.4,5.46,1.71,978.4,879.58,2026-07-07,20,True,True,2026-07-07T13:35:40+05:30
PNBHOUSING,1D,bullish,standard,1103.3,1092.0,1.03,1.64,1092.0,950.0,2026-07-07,20,False,True,2026-07-07T13:35:40+05:30
MPHASIS,1D,bullish,standard,2380.0,2364.0,0.68,1.52,2364.0,2121.1,2026-07-07,20,False,True,2026-07-07T13:35:40+05:30
PWL,1D,bullish,standard,141.6,134.4,5.36,1.44,134.4,100.5,2026-07-07,20,False,True,2026-07-07T13:35:40+05:30
SBILIFE,1D,bullish,standard,1828.5,1820.0,0.47,1.28,1820.0,1700.4,2026-07-07,20,False,True,2026-07-07T13:35:40+05:30
MCX,1D,bearish,standard,2589.0,2707.0,-4.36,1.3,3038.0,2707.0,2026-07-07,20,False,True,2026-07-07T13:35:40+05:30
RITES,1W,bullish,standard,244.38,241.3,1.28,4.79,241.3,175.0,2026-07-10,20,False,True,2026-07-07T13:35:40+05:30
AEGISVOPAK,1W,bullish,standard,275.37,258.2,6.65,2.5,258.2,158.0,2026-07-10,20,False,True,2026-07-07T13:35:40+05:30
ABDL,1W,bullish,standard,684.5,675.95,1.26,2.04,675.95,378.82,2026-07-10,20,False,True,2026-07-07T13:35:40+05:30
WELCORP,1W,bullish,standard,1541.2,1539.0,0.14,1.83,1539.0,756.49,2026-07-10,20,False,True,2026-07-07T13:35:40+05:30
URBANCO,1H,bullish,standard,139.0,138.68,0.23,2.32,138.68,130.53,2026-07-07,20,False,True,2026-07-07T17:02:19+05:30
SAPPHIRE,1H,bullish,standard,189.9,189.62,0.15,1.27,189.62,183.02,2026-07-07,20,False,True,2026-07-07T17:02:19+05:30
SAILIFE,1H,bearish,standard,1200.0,1221.0,-1.72,3.69,1260.0,1221.0,2026-07-07,20,False,True,2026-07-07T17:02:19+05:30
COCHINSHIP,1H,bearish,standard,1431.0,1438.5,-0.52,2.6,1551.0,1438.5,2026-07-07,20,False,True,2026-07-07T17:02:19+05:30
CHENNPETRO,1H,bearish,standard,1084.0,1086.0,-0.18,2.52,1139.6,1086.0,2026-07-07,20,False,True,2026-07-07T17:02:19+05:30
BIKAJI,1H,bearish,standard,640.0,643.85,-0.6,1.95,666.0,643.85,2026-07-07,20,False,True,2026-07-07T17:02:19+05:30
FACT,1H,bearish,standard,863.5,865.35,-0.21,1.64,896.5,865.35,2026-07-07,20,False,True,2026-07-07T17:02:19+05:30
SUPREMEIND,1H,bearish,standard,3174.0,3182.4,-0.26,1.64,3308.3,3182.4,2026-07-07,20,False,True,2026-07-07T17:02:19+05:30
SAMMAANCAP,1H,bearish,standard,168.8,169.48,-0.4,1.63,178.29,169.48,2026-07-07,20,False,True,2026-07-07T17:02:19+05:30
NLCINDIA,1H,bearish,standard,301.6,302.4,-0.26,1.54,316.5,302.4,2026-07-07,20,False,True,2026-07-07T17:02:19+05:30
NAUKRI,1D,bullish,standard,1159.45,1055.1,9.89,10.14,1055.1,949.05,2026-07-07,20,False,True,2026-07-07T17:02:19+05:30
PWL,1D,bullish,standard,148.78,135.5,9.8,6.14,135.5,103.15,2026-07-07,20,False,True,2026-07-07T17:02:19+05:30
AEGISVOPAK,1D,bullish,standard,294.32,283.17,3.94,5.72,283.17,184.32,2026-07-07,20,False,True,2026-07-07T17:02:19+05:30
JUBLFOOD,1D,bullish,standard,454.95,449.95,1.11,4.86,449.95,411.1,2026-07-07,20,False,True,2026-07-07T17:02:19+05:30
TITAN,1D,bullish,standard,4604.2,4507.7,2.14,4.49,4507.7,3962.8,2026-07-07,20,False,True,2026-07-07T17:02:19+05:30
NATCOPHARM,1D,bullish,standard,984.15,951.5,3.43,3.57,951.5,839.0,2026-07-07,20,False,True,2026-07-07T17:02:19+05:30
JBCHEPHARM,1D,bullish,standard,2422.0,2393.0,1.21,3.31,2393.0,2163.1,2026-07-07,20,True,True,2026-07-07T17:02:19+05:30
CEATLTD,1D,bullish,standard,3915.0,3865.0,1.29,3.21,3865.0,3061.2,2026-07-07,20,False,True,2026-07-07T17:02:19+05:30
BLUEJET,1D,bullish,standard,579.15,577.95,0.21,3.07,577.95,450.85,2026-07-07,20,False,True,2026-07-07T17:02:19+05:30
PNBHOUSING,1D,bullish,standard,1109.7,1092.0,1.62,2.84,1092.0,950.0,2026-07-07,20,False,True,2026-07-07T17:02:19+05:30
MPHASIS,1D,bullish,standard,2374.6,2364.0,0.45,2.24,2364.0,2121.1,2026-07-07,20,False,True,2026-07-07T17:02:19+05:30
HAVELLS,1D,bullish,standard,1225.0,1209.1,1.32,2.04,1209.1,1125.5,2026-07-07,20,False,True,2026-07-07T17:02:19+05:30
MRF,1D,bullish,standard,138650.0,136680.0,1.44,1.76,136680.0,122050.0,2026-07-07,20,False,True,2026-07-07T17:02:19+05:30
ADANIENSOL,1D,bullish,standard,1651.0,1650.7,0.02,1.76,1650.7,1460.8,2026-07-07,20,True,True,2026-07-07T17:02:19+05:30
SBILIFE,1D,bullish,standard,1832.3,1820.0,0.68,1.65,1820.0,1700.4,2026-07-07,20,False,True,2026-07-07T17:02:19+05:30
ETERNAL,1D,bullish,standard,289.4,287.8,0.56,1.58,287.8,234.25,2026-07-07,20,False,True,2026-07-07T17:02:19+05:30
EIHOTEL,1D,bullish,standard,336.95,335.0,0.58,1.54,335.0,285.1,2026-07-07,20,False,True,2026-07-07T17:02:19+05:30
PAYTM,1D,bullish,standard,1246.0,1231.9,1.14,1.52,1231.9,1014.0,2026-07-07,20,False,True,2026-07-07T17:02:19+05:30
GRAVITA,1D,bullish,standard,1787.4,1784.6,0.16,1.44,1784.6,1545.9,2026-07-07,20,False,True,2026-07-07T17:02:19+05:30
GLAND,1D,bullish,standard,2550.0,2528.3,0.86,1.37,2528.3,2167.8,2026-07-07,20,True,True,2026-07-07T17:02:19+05:30
ITCHOTELS,1D,bullish,standard,186.79,184.35,1.32,1.3,184.35,148.45,2026-07-07,20,False,True,2026-07-07T17:02:19+05:30
SUNDARMFIN,1D,bullish,standard,4784.0,4660.43,2.65,1.25,4660.43,4059.59,2026-07-07,20,False,True,2026-07-07T17:02:19+05:30
NTPCGREEN,1D,bearish,standard,92.67,94.17,-1.59,2.21,101.21,94.17,2026-07-07,20,False,True,2026-07-07T17:02:19+05:30
BSE,1D,bearish,standard,3683.4,3723.3,-1.07,1.79,4219.9,3723.3,2026-07-07,20,False,True,2026-07-07T17:02:19+05:30
IRCTC,1D,bearish,standard,500.7,501.0,-0.06,1.68,531.7,501.0,2026-07-07,20,False,True,2026-07-07T17:02:19+05:30
VBL,1D,bearish,standard,484.25,490.5,-1.27,1.3,555.8,490.5,2026-07-07,20,False,True,2026-07-07T17:02:19+05:30
SYNGENE,1D,bearish,standard,422.7,423.0,-0.07,1.27,462.49,423.0,2026-07-07,20,False,True,2026-07-07T17:02:19+05:30
AEGISVOPAK,1W,bullish,standard,294.32,258.2,13.99,4.24,258.2,158.0,2026-07-10,20,False,True,2026-07-07T17:02:19+05:30
ABDL,1W,bullish,standard,686.0,675.95,1.49,2.09,675.95,378.82,2026-07-10,20,False,True,2026-07-07T17:02:19+05:30
WELCORP,1W,bullish,standard,1541.0,1539.0,0.13,1.89,1539.0,756.49,2026-07-10,20,False,True,2026-07-07T17:02:19+05:30
NAUKRI,1W,bullish,standard,1159.45,1149.37,0.88,1.68,1149.37,908.3,2026-07-10,20,False,True,2026-07-07T17:02:19+05:30
URBANCO,1H,bullish,standard,139.0,138.68,0.23,2.32,138.68,130.53,2026-07-07,20,False,True,2026-07-07T18:12:03+05:30
SAPPHIRE,1H,bullish,standard,189.9,189.62,0.15,1.27,189.62,183.02,2026-07-07,20,False,True,2026-07-07T18:12:03+05:30
SAILIFE,1H,bearish,standard,1200.0,1221.0,-1.72,3.69,1260.0,1221.0,2026-07-07,20,False,True,2026-07-07T18:12:03+05:30
COCHINSHIP,1H,bearish,standard,1431.0,1438.5,-0.52,2.6,1551.0,1438.5,2026-07-07,20,False,True,2026-07-07T18:12:03+05:30
CHENNPETRO,1H,bearish,standard,1084.0,1086.0,-0.18,2.52,1139.6,1086.0,2026-07-07,20,False,True,2026-07-07T18:12:03+05:30
BIKAJI,1H,bearish,standard,640.0,643.85,-0.6,1.95,666.0,643.85,2026-07-07,20,False,True,2026-07-07T18:12:03+05:30
FACT,1H,bearish,standard,863.5,865.35,-0.21,1.64,896.5,865.35,2026-07-07,20,False,True,2026-07-07T18:12:03+05:30
SUPREMEIND,1H,bearish,standard,3174.0,3182.4,-0.26,1.64,3308.3,3182.4,2026-07-07,20,False,True,2026-07-07T18:12:03+05:30
SAMMAANCAP,1H,bearish,standard,168.8,169.48,-0.4,1.63,178.29,169.48,2026-07-07,20,False,True,2026-07-07T18:12:03+05:30
NLCINDIA,1H,bearish,standard,301.6,302.4,-0.26,1.54,316.5,302.4,2026-07-07,20,False,True,2026-07-07T18:12:03+05:30
NAUKRI,1D,bullish,standard,1159.45,1055.1,9.89,10.14,1055.1,949.05,2026-07-07,20,False,True,2026-07-07T18:12:03+05:30
PWL,1D,bullish,standard,148.78,135.5,9.8,6.14,135.5,103.15,2026-07-07,20,False,True,2026-07-07T18:12:03+05:30
AEGISVOPAK,1D,bullish,standard,294.32,283.17,3.94,5.72,283.17,184.32,2026-07-07,20,False,True,2026-07-07T18:12:03+05:30
JUBLFOOD,1D,bullish,standard,454.95,449.95,1.11,4.86,449.95,411.1,2026-07-07,20,False,True,2026-07-07T18:12:03+05:30
TITAN,1D,bullish,standard,4604.2,4507.7,2.14,4.49,4507.7,3962.8,2026-07-07,20,False,True,2026-07-07T18:12:03+05:30
NATCOPHARM,1D,bullish,standard,984.15,951.5,3.43,3.57,951.5,839.0,2026-07-07,20,False,True,2026-07-07T18:12:03+05:30
JBCHEPHARM,1D,bullish,standard,2422.0,2393.0,1.21,3.31,2393.0,2163.1,2026-07-07,20,True,True,2026-07-07T18:12:03+05:30
CEATLTD,1D,bullish,standard,3915.0,3865.0,1.29,3.21,3865.0,3061.2,2026-07-07,20,False,True,2026-07-07T18:12:03+05:30
BLUEJET,1D,bullish,standard,579.15,577.95,0.21,3.07,577.95,450.85,2026-07-07,20,False,True,2026-07-07T18:12:03+05:30
PNBHOUSING,1D,bullish,standard,1109.7,1092.0,1.62,2.84,1092.0,950.0,2026-07-07,20,False,True,2026-07-07T18:12:03+05:30
MPHASIS,1D,bullish,standard,2374.6,2364.0,0.45,2.24,2364.0,2121.1,2026-07-07,20,False,True,2026-07-07T18:12:03+05:30
HAVELLS,1D,bullish,standard,1225.0,1209.1,1.32,2.04,1209.1,1125.5,2026-07-07,20,False,True,2026-07-07T18:12:03+05:30
MRF,1D,bullish,standard,138650.0,136680.0,1.44,1.76,136680.0,122050.0,2026-07-07,20,False,True,2026-07-07T18:12:03+05:30
ADANIENSOL,1D,bullish,standard,1651.0,1650.7,0.02,1.76,1650.7,1460.8,2026-07-07,20,True,True,2026-07-07T18:12:03+05:30
