symbol,timeframe,direction,mode,close,level,breakout_pct,volume_ratio,prior_high,prior_low,bar_time,lookback,is_52w_high,strong_close,scanned_at
RHIM,1H,bullish,standard,395.0,393.3,0.43,1.68,393.3,378.1,2026-07-08,20,False,True,2026-07-08T12:50:11+05:30
CRAFTSMAN,1H,bullish,standard,9306.0,9239.5,0.72,1.4,9239.5,8987.0,2026-07-08,20,False,True,2026-07-08T12:50:11+05:30
ENDURANCE,1H,bullish,standard,2734.0,2715.0,0.7,1.31,2715.0,2612.5,2026-07-08,20,False,True,2026-07-08T12:50:11+05:30
NATCOPHARM,1H,bullish,standard,996.05,988.65,0.75,1.27,988.65,919.9,2026-07-08,20,False,True,2026-07-08T12:50:11+05:30
IEX,1H,bearish,standard,120.0,120.87,-0.72,3.71,124.25,120.87,2026-07-08,20,False,True,2026-07-08T12:50:11+05:30
FORTIS,1H,bearish,standard,949.65,950.75,-0.12,2.0,995.35,950.75,2026-07-08,20,False,True,2026-07-08T12:50:11+05:30
COHANCE,1H,bearish,standard,425.25,427.5,-0.53,1.68,456.5,427.5,2026-07-08,20,False,True,2026-07-08T12:50:11+05:30
ANANTRAJ,1D,bullish,standard,564.0,560.95,0.54,4.16,560.95,510.3,2026-07-08,20,False,True,2026-07-08T12:50:11+05:30
LODHA,1D,bullish,standard,1146.9,1098.7,4.39,1.93,1098.7,848.0,2026-07-08,20,False,True,2026-07-08T12:50:11+05:30
J&KBANK,1D,bullish,standard,169.78,167.15,1.57,1.8,167.15,148.3,2026-07-08,20,True,True,2026-07-08T12:50:11+05:30
JBCHEPHARM,1D,bullish,standard,2460.7,2393.0,2.83,1.75,2393.0,2163.1,2026-07-08,20,True,True,2026-07-08T12:50:11+05:30
ATHERENERG,1D,bullish,standard,1178.2,1176.2,0.17,1.26,1176.2,950.35,2026-07-08,20,True,True,2026-07-08T12:50:11+05:30
AEGISVOPAK,1W,bullish,standard,281.69,258.2,9.1,2.53,258.2,158.0,2026-07-10,20,False,True,2026-07-08T12:50:11+05:30
NAUKRI,1W,bullish,standard,1196.6,1149.37,4.11,2.42,1149.37,908.3,2026-07-10,20,False,True,2026-07-08T12:50:11+05:30
ABDL,1W,bullish,standard,686.8,675.95,1.61,2.19,675.95,378.82,2026-07-10,20,False,True,2026-07-08T12:50:11+05:30
WELCORP,1W,bullish,standard,1551.9,1539.0,0.84,1.97,1539.0,756.49,2026-07-10,20,False,True,2026-07-08T12:50:11+05:30
ATHERENERG,1H,bullish,standard,1208.0,1202.0,0.5,1.28,1202.0,1118.6,2026-07-08,20,False,True,2026-07-08T15:32:46+05:30
HAL,1H,bearish,standard,4311.0,4324.6,-0.31,2.58,4498.2,4324.6,2026-07-08,20,False,True,2026-07-08T15:32:46+05:30
GAIL,1H,bearish,standard,168.66,168.82,-0.09,2.14,176.43,168.82,2026-07-08,20,False,True,2026-07-08T15:32:46+05:30
RECLTD,1H,bearish,standard,347.5,348.15,-0.19,1.71,367.5,348.15,2026-07-08,20,False,True,2026-07-08T15:32:46+05:30
PTCIL,1H,bearish,standard,16940.0,16963.0,-0.14,1.36,18145.0,16963.0,2026-07-08,20,False,True,2026-07-08T15:32:46+05:30
ATHERENERG,1D,bullish,standard,1208.0,1176.2,2.7,2.47,1176.2,950.35,2026-07-08,20,True,True,2026-07-08T15:32:46+05:30
SHYAMMETL,1D,bearish,standard,928.35,933.0,-0.5,1.79,1002.85,933.0,2026-07-08,20,False,True,2026-07-08T15:32:46+05:30
PNB,1D,bearish,standard,100.95,102.15,-1.17,1.69,110.2,102.15,2026-07-08,20,False,True,2026-07-08T15:32:46+05:30
BANKINDIA,1D,bearish,standard,135.49,139.4,-2.8,1.63,151.0,139.4,2026-07-08,20,False,True,2026-07-08T15:32:46+05:30
INDIANB,1D,bearish,standard,775.0,776.15,-0.15,1.58,884.95,776.15,2026-07-08,20,False,True,2026-07-08T15:32:46+05:30
IGL,1D,bearish,standard,150.0,151.51,-1.0,1.47,175.6,151.51,2026-07-08,20,False,True,2026-07-08T15:32:46+05:30
BSOFT,1D,bearish,standard,272.1,275.0,-1.05,1.37,331.8,275.0,2026-07-08,20,False,True,2026-07-08T15:32:46+05:30
KOTAKBANK,1D,bearish,standard,370.45,378.65,-2.17,1.36,413.8,378.65,2026-07-08,20,False,True,2026-07-08T15:32:46+05:30
GRAPHITE,1D,bearish,standard,579.3,597.65,-3.07,1.29,675.95,597.65,2026-07-08,20,False,True,2026-07-08T15:32:46+05:30
SYNGENE,1D,bearish,standard,411.6,421.1,-2.26,1.28,462.49,421.1,2026-07-08,20,False,True,2026-07-08T15:32:46+05:30
CANBK,1D,bearish,standard,121.56,124.61,-2.45,1.25,136.33,124.61,2026-07-08,20,False,True,2026-07-08T15:32:46+05:30
NAUKRI,1W,bullish,standard,1179.0,1149.37,2.58,2.71,1149.37,908.3,2026-07-10,20,False,True,2026-07-08T15:32:46+05:30
LODHA,1W,bullish,standard,1119.9,1113.2,0.6,1.58,1113.2,650.8,2026-07-10,20,False,True,2026-07-08T15:32:46+05:30
JBCHEPHARM,1W,bullish,standard,2435.2,2371.8,2.67,1.55,2371.8,1884.61,2026-07-10,20,False,True,2026-07-08T15:32:46+05:30
