symbol,status,type,distance_pct,trend,ltp,virgin_level,pivot,tc,bc,width_pct,width_percentile,narrow_threshold_pct,days_virgin,source_date,session_date,is_virgin,is_narrow,narrow_percentile_used,scanned_at
RAMCOCEM,914.98,V+N,2.81,above,940.65,914.98,914.97,914.98,914.95,0.004,1.4,0.041,1,2026-07-30,2026-08-03,True,True,5.0,2026-08-03T13:37:05+05:30
POLICYBZR,1593.42,V+N,1.71,above,1620.7,1593.42,1593.33,1593.42,1593.25,0.01,1.9,0.038,1,2026-07-30,2026-08-03,True,True,5.0,2026-08-03T13:37:05+05:30
CANHLIFE,147.13,V+N,1.59,above,149.47,147.13,147.12,147.13,147.12,0.005,2.0,0.016,1,2026-07-30,2026-08-03,True,True,5.0,2026-08-03T13:37:05+05:30
IRFC,89.15,V+N,1.06,above,90.1,89.15,89.15,89.15,89.15,0.004,2.2,0.033,1,2026-07-31,2026-08-03,True,True,5.0,2026-08-03T13:37:05+05:30
DRREDDY,1148.07,V+N,1.61,above,1166.5,1148.07,1148.03,1148.07,1148.0,0.006,3.0,0.015,1,2026-07-31,2026-08-03,True,True,5.0,2026-08-03T13:37:05+05:30
SIGNATURE,813.68,V+N,2.29,above,832.3,813.68,813.6,813.68,813.53,0.018,3.0,0.03,1,2026-07-30,2026-08-03,True,True,5.0,2026-08-03T13:37:05+05:30
BEL,387.83,V+N,0.53,above,389.9,387.83,387.82,387.83,387.8,0.009,3.3,0.025,1,2026-07-31,2026-08-03,True,True,5.0,2026-08-03T13:37:05+05:30
DLF,659.23,V+N,0.82,above,664.65,659.23,659.17,659.23,659.1,0.02,4.4,0.033,1,2026-07-31,2026-08-03,True,True,5.0,2026-08-03T13:37:05+05:30
AARTIIND,493.08,V+W,-0.92,below,488.55,493.08,497.05,501.03,493.08,1.599,97.0,0.037,1,2026-07-31,2026-08-03,True,False,5.0,2026-08-03T13:37:05+05:30
BAJFINANCE,1133.32,V+W,2.11,above,1157.2,1133.32,1125.43,1133.32,1117.55,1.401,99.2,0.025,1,2026-07-31,2026-08-03,True,False,5.0,2026-08-03T13:37:05+05:30
