symbol,status,type,distance_pct,trend,ltp,virgin_level,pivot,tc,bc,width_pct,width_percentile,narrow_threshold_pct,days_virgin,source_date,session_date,is_virgin,is_narrow,narrow_percentile_used,scanned_at
PVRINOX,1002.02,V+N,-1.6,below,986.0,1002.02,1002.08,1002.15,1002.02,0.013,2.5,0.03,1,2026-07-07,2026-07-09,True,True,5.0,2026-07-09T13:42:56+05:30
GODREJCP,1097.0,V+N,-0.2,below,1094.8,1097.0,1097.07,1097.13,1097.0,0.012,2.7,0.03,1,2026-07-07,2026-07-09,True,True,5.0,2026-07-09T13:42:56+05:30
ENGINERSIN,242.24,V+N,-1.36,below,238.94,242.24,242.29,242.33,242.24,0.036,4.1,0.04,1,2026-07-07,2026-07-09,True,True,5.0,2026-07-09T13:42:56+05:30
JKCEMENT,5331.33,V+N,2.01,above,5438.5,5331.33,5330.67,5331.33,5330.0,0.025,4.1,0.033,1,2026-07-08,2026-07-09,True,True,5.0,2026-07-09T13:42:56+05:30
SYRMA,1365.92,V+N,4.93,above,1433.3,1365.92,1365.63,1365.92,1365.35,0.041,4.7,0.045,1,2026-07-08,2026-07-09,True,True,5.0,2026-07-09T13:42:56+05:30
BAJAJ-AUTO,10108.08,V,0.92,above,10201.0,10108.08,10106.67,10108.08,10105.25,0.028,5.8,0.028,1,2026-07-07,2026-07-09,True,False,5.0,2026-07-09T13:42:56+05:30
SPLPETRO,732.67,V,-1.07,below,724.85,732.67,732.83,733.0,732.67,0.045,5.8,0.04,1,2026-07-07,2026-07-09,True,False,5.0,2026-07-09T13:42:56+05:30
COALINDIA,429.23,V,0.54,above,431.55,429.23,429.17,429.23,429.11,0.027,6.0,0.022,1,2026-07-08,2026-07-09,True,False,5.0,2026-07-09T13:42:56+05:30
SHREECEM,26700.0,V,-0.9,below,26460.0,26700.0,26703.33,26706.67,26700.0,0.025,6.6,0.012,1,2026-07-07,2026-07-09,True,False,5.0,2026-07-09T13:42:56+05:30
SHYAMMETL,961.74,V,-1.87,below,943.8,961.74,961.88,962.02,961.74,0.029,7.1,0.013,1,2026-07-07,2026-07-09,True,False,5.0,2026-07-09T13:42:56+05:30
INDIACEM,380.61,V,-0.95,below,377.0,380.61,380.72,380.82,380.61,0.057,8.2,0.03,1,2026-07-07,2026-07-09,True,False,5.0,2026-07-09T13:42:56+05:30
ZENTEC,1863.93,V,-2.29,below,1821.3,1863.93,1864.47,1865.0,1863.93,0.057,8.5,0.017,1,2026-07-07,2026-07-09,True,False,5.0,2026-07-09T13:42:56+05:30
EICHERMOT,7538.08,V,-2.17,below,7374.5,7538.08,7540.17,7542.25,7538.08,0.055,10.1,0.024,1,2026-07-07,2026-07-09,True,False,5.0,2026-07-09T13:42:56+05:30
CHOLAHLDNG,1697.45,V,-2.35,below,1657.6,1697.45,1698.07,1698.68,1697.45,0.073,10.4,0.03,1,2026-07-07,2026-07-09,True,False,5.0,2026-07-09T13:42:56+05:30
APLAPOLLO,1820.37,V,-1.56,below,1792.0,1820.37,1820.93,1821.5,1820.37,0.062,11.5,0.018,1,2026-07-07,2026-07-09,True,False,5.0,2026-07-09T13:42:56+05:30
SUPREMEIND,3177.65,V,1.42,above,3222.8,3177.65,3175.9,3177.65,3174.15,0.11,12.9,0.04,1,2026-07-08,2026-07-09,True,False,5.0,2026-07-09T13:42:56+05:30
