symbol,status,type,distance_pct,trend,ltp,virgin_level,pivot,tc,bc,width_pct,width_percentile,narrow_threshold_pct,days_virgin,source_date,session_date,is_virgin,is_narrow,narrow_percentile_used,scanned_at
TTML,37.34,V+N,-2.26,below,36.5,37.34,37.35,37.35,37.34,0.009,2.2,0.044,1,2026-09-07,2026-09-08,True,True,5.0,2026-09-08T14:43:52+05:30
TRENT,2813.45,V+N,-0.35,below,2803.7,2813.45,2813.8,2814.15,2813.45,0.025,2.5,0.046,1,2026-09-07,2026-09-08,True,True,5.0,2026-09-08T14:43:52+05:30
ITI,272.52,V+N,-1.18,below,269.3,272.52,272.53,272.55,272.52,0.012,2.7,0.033,1,2026-09-04,2026-09-08,True,True,5.0,2026-09-08T14:43:52+05:30
CARTRADE,2999.67,V+N,5.6,above,3167.6,2999.67,2999.13,2999.67,2998.6,0.036,3.8,0.061,1,2026-09-04,2026-09-08,True,True,5.0,2026-09-08T14:43:52+05:30
ONESOURCE,1552.03,V+N,1.09,above,1568.9,1552.03,1551.77,1552.03,1551.5,0.034,4.4,0.047,1,2026-09-07,2026-09-08,True,True,5.0,2026-09-08T14:43:52+05:30
EICHERMOT,7629.58,V+N,1.33,above,7731.0,7629.58,7628.67,7629.58,7627.75,0.024,4.7,0.024,1,2026-09-04,2026-09-08,True,True,5.0,2026-09-08T14:43:52+05:30
PCBL,316.92,V+N,2.6,above,325.15,316.92,316.85,316.92,316.77,0.047,4.7,0.05,1,2026-09-04,2026-09-08,True,True,5.0,2026-09-08T14:43:52+05:30
TEGA,1547.67,V+N,5.55,above,1633.5,1547.67,1547.33,1547.67,1547.0,0.043,4.9,0.045,1,2026-09-04,2026-09-08,True,True,5.0,2026-09-08T14:43:52+05:30
RAMCOCEM,883.9,V,-2.02,below,866.05,883.9,884.1,884.3,883.9,0.045,5.2,0.045,1,2026-09-04,2026-09-08,True,False,5.0,2026-09-08T14:43:52+05:30
UCOBANK,24.78,V,-2.47,below,24.17,24.78,24.78,24.78,24.78,0.013,5.8,0.013,1,2026-09-04,2026-09-08,True,False,5.0,2026-09-08T14:43:52+05:30
M&M,3160.5,V,-0.61,below,3141.2,3160.5,3161.0,3161.5,3160.5,0.032,6.0,0.027,1,2026-09-07,2026-09-08,True,False,5.0,2026-09-08T14:43:52+05:30
SHRIRAMFIN,1037.23,V,-1.05,below,1026.3,1037.23,1037.47,1037.7,1037.23,0.045,6.3,0.038,1,2026-09-07,2026-09-08,True,False,5.0,2026-09-08T14:43:52+05:30
NAUKRI,1302.7,V,-0.67,below,1294.0,1302.7,1302.9,1303.1,1302.7,0.031,6.6,0.023,1,2026-09-07,2026-09-08,True,False,5.0,2026-09-08T14:43:52+05:30
TATACAP,370.0,V,-0.46,below,368.3,370.0,370.05,370.1,370.0,0.027,7.0,0.017,1,2026-09-07,2026-09-08,True,False,5.0,2026-09-08T14:43:52+05:30
POLYCAB,8268.25,V,1.24,above,8371.0,8268.25,8265.83,8268.25,8263.42,0.058,7.7,0.035,1,2026-09-07,2026-09-08,True,False,5.0,2026-09-08T14:43:52+05:30
