symbol,status,type,distance_pct,trend,ltp,virgin_level,pivot,tc,bc,width_pct,width_percentile,narrow_threshold_pct,days_virgin,source_date,session_date,is_virgin,is_narrow,narrow_percentile_used,scanned_at
LLOYDSME,1918.90,V+N,-1.62,below,1887.8,1918.9,1918.93,1918.97,1918.9,0.003,1.6,0.033,1,2026-08-19,2026-08-21,True,True,5.0,2026-08-21T10:59:41+05:30
GODREJIND,1217.93,V+N,0.42,above,1223.0,1217.93,1217.87,1217.93,1217.8,0.011,1.9,0.039,1,2026-08-19,2026-08-21,True,True,5.0,2026-08-21T10:59:41+05:30
STARHEALTH,582.82,V+N,-1.6,below,573.5,582.82,582.83,582.85,582.82,0.006,1.9,0.024,1,2026-08-19,2026-08-21,True,True,5.0,2026-08-21T10:59:41+05:30
PFIZER,4919.85,V+N,0.95,above,4966.4,4919.85,4919.7,4919.85,4919.55,0.006,2.5,0.023,1,2026-08-20,2026-08-21,True,True,5.0,2026-08-21T10:59:41+05:30
INDUSINDBK,1008.08,V+N,-0.48,below,1003.2,1008.08,1008.17,1008.25,1008.08,0.017,2.7,0.031,1,2026-08-20,2026-08-21,True,True,5.0,2026-08-21T10:59:41+05:30
SCHAEFFLER,4103.60,V+N,-2.15,below,4015.4,4103.6,4104.03,4104.47,4103.6,0.021,3.0,0.035,1,2026-08-19,2026-08-21,True,True,5.0,2026-08-21T10:59:41+05:30
GILLETTE,7504.25,V+N,0.33,above,7529.0,7504.25,7503.5,7504.25,7502.75,0.02,3.3,0.026,1,2026-08-19,2026-08-21,True,True,5.0,2026-08-21T10:59:41+05:30
ATUL,6595.00,V+N,-1.58,below,6490.5,6595.0,6595.33,6595.67,6595.0,0.01,3.8,0.014,1,2026-08-19,2026-08-21,True,True,5.0,2026-08-21T10:59:41+05:30
SHRIRAMFIN,1105.87,V+N,2.24,above,1130.6,1105.87,1105.73,1105.87,1105.6,0.024,3.8,0.033,1,2026-08-19,2026-08-21,True,True,5.0,2026-08-21T10:59:41+05:30
KPRMILL,1125.95,V+N,2.92,above,1158.8,1125.95,1125.7,1125.95,1125.45,0.044,4.1,0.052,1,2026-08-19,2026-08-21,True,True,5.0,2026-08-21T10:59:41+05:30
CRAFTSMAN,10771.25,V+N,-1.95,below,10561.0,10771.25,10773.83,10776.42,10771.25,0.048,4.7,0.053,1,2026-08-19,2026-08-21,True,True,5.0,2026-08-21T10:59:41+05:30
PIIND,2505.23,V+N,-0.32,below,2497.1,2505.23,2505.47,2505.7,2505.23,0.019,4.9,0.021,1,2026-08-19,2026-08-21,True,True,5.0,2026-08-21T10:59:41+05:30
3MINDIA,33745.83,V+W,-0.55,below,33560.0,33745.83,33986.67,34227.5,33745.83,1.417,97.5,0.027,1,2026-08-19,2026-08-21,True,False,5.0,2026-08-21T10:59:41+05:30
HSCL,713.32,V+W,-3.03,below,691.7,713.32,722.43,731.55,713.32,2.524,99.5,0.035,1,2026-08-20,2026-08-21,True,False,5.0,2026-08-21T10:59:41+05:30
UNITDSPR,1523.70,V,0.56,above,1532.3,1523.7,1523.4,1523.7,1523.1,0.039,5.8,0.033,1,2026-08-19,2026-08-21,True,False,5.0,2026-08-21T10:59:41+05:30
SBFC,92.83,V,1.23,above,93.97,92.83,92.81,92.83,92.79,0.043,6.0,0.033,1,2026-08-19,2026-08-21,True,False,5.0,2026-08-21T10:59:41+05:30
SWANCORP,303.12,V,0.46,above,304.5,303.12,303.03,303.12,302.95,0.055,7.1,0.034,1,2026-08-19,2026-08-21,True,False,5.0,2026-08-21T10:59:41+05:30
LICI,418.89,V,0.79,above,422.2,418.89,418.78,418.89,418.68,0.052,9.0,0.031,1,2026-08-20,2026-08-21,True,False,5.0,2026-08-21T10:59:41+05:30
UNOMINDA,1272.50,V,-1.28,below,1256.2,1272.5,1273.0,1273.5,1272.5,0.079,9.9,0.049,1,2026-08-19,2026-08-21,True,False,5.0,2026-08-21T10:59:41+05:30
BHARATFORG,2062.87,V,-1.59,below,2030.0,2062.87,2063.73,2064.6,2062.87,0.084,10.7,0.031,1,2026-08-20,2026-08-21,True,False,5.0,2026-08-21T10:59:41+05:30
NBCC,88.38,V,0.81,above,89.1,88.38,88.34,88.38,88.29,0.102,11.2,0.044,1,2026-08-20,2026-08-21,True,False,5.0,2026-08-21T10:59:41+05:30
CDSL,1345.28,V,2.07,above,1373.1,1345.28,1344.67,1345.28,1344.05,0.092,11.5,0.036,1,2026-08-20,2026-08-21,True,False,5.0,2026-08-21T10:59:41+05:30
ASTRAL,1545.47,V,-1.16,below,1527.5,1545.47,1546.03,1546.6,1545.47,0.073,11.8,0.032,1,2026-08-19,2026-08-21,True,False,5.0,2026-08-21T10:59:41+05:30
LODHA,1209.20,V,2.75,above,1242.4,1209.2,1208.4,1209.2,1207.6,0.132,12.9,0.031,1,2026-08-19,2026-08-21,True,False,5.0,2026-08-21T10:59:41+05:30
LTFOODS,430.75,V,0.26,above,431.85,430.75,430.5,430.75,430.25,0.116,13.2,0.038,1,2026-08-20,2026-08-21,True,False,5.0,2026-08-21T10:59:41+05:30
GALLANTT,577.15,V,1.98,above,588.6,577.15,576.67,577.15,576.18,0.168,14.2,0.062,1,2026-08-19,2026-08-21,True,False,5.0,2026-08-21T10:59:41+05:30
PTCIL,19462.83,V,1.62,above,19779.0,19462.83,19450.67,19462.83,19438.5,0.125,14.8,0.025,1,2026-08-19,2026-08-21,True,False,5.0,2026-08-21T10:59:41+05:30
AFFLE,1697.60,V,1.86,above,1729.1,1697.6,1696.33,1697.6,1695.07,0.149,15.6,0.032,1,2026-08-19,2026-08-21,True,False,5.0,2026-08-21T10:59:41+05:30
ASHOKLEY,173.90,V,-0.29,below,173.4,173.9,173.99,174.09,173.9,0.111,15.6,0.027,1,2026-08-20,2026-08-21,True,False,5.0,2026-08-21T10:59:41+05:30
BAJAJ-AUTO,11639.33,V,0.26,above,11670.0,11639.33,11633.67,11639.33,11628.0,0.097,17.8,0.028,1,2026-08-19,2026-08-21,True,False,5.0,2026-08-21T10:59:41+05:30
