symbol,status,type,distance_pct,trend,ltp,virgin_level,pivot,tc,bc,width_pct,width_percentile,narrow_threshold_pct,days_virgin,source_date,session_date,is_virgin,is_narrow,narrow_percentile_used,scanned_at
INDIANB,845.02,V+N,1.97,above,861.7,845.02,845.02,845.02,845.01,0.002,1.4,0.027,1,2026-08-04,2026-08-06,True,True,5.0,2026-08-06T13:02:21+05:30
POLYMED,1724.45,V+N,-0.96,below,1707.9,1724.45,1724.47,1724.48,1724.45,0.002,1.4,0.052,1,2026-08-04,2026-08-06,True,True,5.0,2026-08-06T13:02:21+05:30
TMPV,349.8,V+N,-1.49,below,344.6,349.8,349.8,349.8,349.8,0.0,1.6,0.02,1,2026-08-05,2026-08-06,True,True,5.0,2026-08-06T13:02:21+05:30
SPLPETRO,716.86,V+N,-2.02,below,702.4,716.86,716.92,716.98,716.86,0.016,2.7,0.039,1,2026-08-04,2026-08-06,True,True,5.0,2026-08-06T13:02:21+05:30
ECLERX,1917.25,V+N,-2.29,below,1873.3,1917.25,1917.43,1917.62,1917.25,0.019,3.6,0.038,1,2026-08-05,2026-08-06,True,True,5.0,2026-08-06T13:02:21+05:30
GODREJCP,1068.92,V+N,0.63,above,1075.6,1068.92,1068.83,1068.92,1068.75,0.016,3.6,0.023,1,2026-08-05,2026-08-06,True,True,5.0,2026-08-06T13:02:21+05:30
EMCURE,1977.55,V+N,-1.66,below,1944.8,1977.55,1977.73,1977.92,1977.55,0.019,4.4,0.029,1,2026-08-04,2026-08-06,True,True,5.0,2026-08-06T13:02:21+05:30
AJANTPHARM,3493.79,V+N,-0.45,below,3477.9,3493.79,3494.49,3495.18,3493.79,0.04,4.9,0.04,1,2026-08-04,2026-08-06,True,True,5.0,2026-08-06T13:02:21+05:30
ZYDUSWELL,534.95,V+W,-0.99,below,529.65,534.95,539.5,544.05,534.95,1.687,97.5,0.034,1,2026-08-05,2026-08-06,True,False,5.0,2026-08-06T13:02:21+05:30
NHPC,79.17,V+W,-1.8,below,77.74,79.17,79.74,80.31,79.17,1.426,97.8,0.035,1,2026-08-05,2026-08-06,True,False,5.0,2026-08-06T13:02:21+05:30
KEI,5451.83,V+W,1.24,above,5519.2,5451.83,5403.67,5451.83,5355.5,1.783,98.4,0.026,1,2026-08-04,2026-08-06,True,False,5.0,2026-08-06T13:02:21+05:30
BHARTIHEXA,1565.38,V+W,-3.54,below,1510.0,1565.38,1578.07,1590.75,1565.38,1.607,98.6,0.038,1,2026-08-05,2026-08-06,True,False,5.0,2026-08-06T13:02:21+05:30
ICICIGI,1694.93,V+W,-1.48,below,1669.8,1694.93,1705.87,1716.8,1694.93,1.282,98.6,0.024,1,2026-08-05,2026-08-06,True,False,5.0,2026-08-06T13:02:21+05:30
NESTLEIND,1510.7,V+W,0.59,above,1519.6,1510.7,1501.4,1510.7,1492.1,1.239,98.6,0.033,1,2026-08-04,2026-08-06,True,False,5.0,2026-08-06T13:02:21+05:30
COROMANDEL,2113.35,V,-2.5,below,2060.5,2113.35,2114.07,2114.78,2113.35,0.068,7.4,0.04,1,2026-08-04,2026-08-06,True,False,5.0,2026-08-06T13:02:21+05:30
PFIZER,4864.8,V,0.84,above,4905.8,4864.8,4863.9,4864.8,4863.0,0.037,7.7,0.021,1,2026-08-04,2026-08-06,True,False,5.0,2026-08-06T13:02:21+05:30
CHALET,826.42,V,3.22,above,853.0,826.42,826.17,826.42,825.91,0.063,10.4,0.023,1,2026-08-04,2026-08-06,True,False,5.0,2026-08-06T13:02:21+05:30
SUNTV,502.58,V,-2.67,below,489.15,502.58,502.82,503.05,502.58,0.093,12.9,0.024,1,2026-08-04,2026-08-06,True,False,5.0,2026-08-06T13:02:21+05:30
ITC,286.75,V,-0.7,below,284.75,286.75,286.82,286.88,286.75,0.046,13.2,0.021,1,2026-08-05,2026-08-06,True,False,5.0,2026-08-06T13:02:21+05:30
HAL,4642.78,V,6.18,above,4929.5,4642.78,4640.57,4642.78,4638.35,0.096,15.3,0.038,1,2026-08-05,2026-08-06,True,False,5.0,2026-08-06T13:02:21+05:30
COFORGE,1754.0,V,1.18,above,1774.7,1754.0,1752.63,1754.0,1751.27,0.156,16.4,0.032,1,2026-08-04,2026-08-06,True,False,5.0,2026-08-06T13:02:21+05:30
M&M,3457.07,V,-1.01,below,3422.1,3457.07,3458.73,3460.4,3457.07,0.096,16.4,0.026,1,2026-08-05,2026-08-06,True,False,5.0,2026-08-06T13:02:21+05:30
TIMKEN,3229.7,V,4.07,above,3361.3,3229.7,3227.5,3229.7,3225.3,0.136,17.3,0.05,1,2026-08-04,2026-08-06,True,False,5.0,2026-08-06T13:02:21+05:30
HOMEFIRST,1168.77,V,1.86,above,1190.5,1168.77,1167.83,1168.77,1166.9,0.16,18.4,0.044,1,2026-08-04,2026-08-06,True,False,5.0,2026-08-06T13:02:21+05:30
DCMSHRIRAM,1027.43,V,-1.72,below,1009.8,1027.43,1028.17,1028.9,1027.43,0.143,18.6,0.024,1,2026-08-04,2026-08-06,True,False,5.0,2026-08-06T13:02:21+05:30
POONAWALLA,469.3,V,2.73,above,482.1,469.3,468.95,469.3,468.6,0.149,19.5,0.033,1,2026-08-04,2026-08-06,True,False,5.0,2026-08-06T13:02:21+05:30
ELECON,436.98,V,2.52,above,448.0,436.98,436.42,436.98,435.86,0.256,20.8,0.036,1,2026-08-05,2026-08-06,True,False,5.0,2026-08-06T13:02:21+05:30
SBFC,92.37,V,3.19,above,95.32,92.37,92.3,92.37,92.24,0.144,21.1,0.032,1,2026-08-04,2026-08-06,True,False,5.0,2026-08-06T13:02:21+05:30
ADANIENSOL,1643.72,V,-1.09,below,1625.8,1643.72,1645.43,1647.15,1643.72,0.209,21.4,0.03,1,2026-08-05,2026-08-06,True,False,5.0,2026-08-06T13:02:21+05:30
CHAMBLFERT,454.19,V,0.95,above,458.5,454.19,453.78,454.19,453.38,0.18,21.9,0.035,1,2026-08-04,2026-08-06,True,False,5.0,2026-08-06T13:02:21+05:30
CREDITACC,1552.45,V,-0.69,below,1541.7,1552.45,1554.17,1555.88,1552.45,0.221,23.6,0.035,1,2026-08-04,2026-08-06,True,False,5.0,2026-08-06T13:02:21+05:30
JKTYRE,409.91,V,1.41,above,415.7,409.91,409.42,409.91,408.93,0.24,23.6,0.047,1,2026-08-04,2026-08-06,True,False,5.0,2026-08-06T13:02:21+05:30
BOSCHLTD,41277.5,V,2.27,above,42215.0,41277.5,41251.67,41277.5,41225.83,0.125,24.4,0.029,1,2026-08-04,2026-08-06,True,False,5.0,2026-08-06T13:02:21+05:30
