symbol,timeframe,direction,mode,close,level,breakout_pct,volume_ratio,prior_high,prior_low,bar_time,lookback,is_52w_high,strong_close,scanned_at
PTCIL,1H,bullish,standard,23735.0,23395.0,1.45,2.8,23395.0,21890.0,2026-09-03,20,False,True,2026-09-03T14:45:12+05:30
PVRINOX,1H,bullish,standard,1246.3,1240.8,0.44,1.91,1240.8,1193.5,2026-09-03,20,False,True,2026-09-03T14:45:12+05:30
KIRLOSENG,1H,bullish,standard,2282.4,2273.1,0.41,1.26,2273.1,2078.2,2026-09-03,20,False,True,2026-09-03T14:45:12+05:30
CEATLTD,1H,bearish,standard,3325.1,3328.1,-0.09,2.18,3461.4,3328.1,2026-09-03,20,False,True,2026-09-03T14:45:12+05:30
SBILIFE,1H,bearish,standard,1712.4,1716.1,-0.22,1.54,1753.4,1716.1,2026-09-03,20,False,True,2026-09-03T14:45:12+05:30
RBLBANK,1D,bullish,standard,409.9,394.5,3.9,8.99,394.5,375.0,2026-09-03,20,True,True,2026-09-03T14:45:12+05:30
BRIGADE,1D,bullish,standard,689.9,671.0,2.82,5.5,671.0,564.1,2026-09-03,20,False,True,2026-09-03T14:45:12+05:30
CAPLIPOINT,1D,bullish,standard,2828.4,2750.0,2.85,3.61,2750.0,2382.5,2026-09-03,20,True,True,2026-09-03T14:45:12+05:30
IDFCFIRSTB,1D,bullish,standard,87.72,86.94,0.9,3.25,86.94,82.5,2026-09-03,20,False,True,2026-09-03T14:45:12+05:30
SOLARINDS,1D,bullish,standard,21435.0,20672.0,3.69,2.87,20672.0,18353.0,2026-09-03,20,True,True,2026-09-03T14:45:12+05:30
KIRLOSENG,1D,bullish,standard,2280.5,2278.5,0.09,2.47,2278.5,1999.0,2026-09-03,20,False,True,2026-09-03T14:45:12+05:30
CGCL,1D,bullish,standard,271.75,263.56,3.11,1.82,263.56,217.0,2026-09-03,20,True,True,2026-09-03T14:45:12+05:30
LICHSGFIN,1D,bullish,standard,551.4,543.4,1.47,1.71,543.4,485.45,2026-09-03,20,False,True,2026-09-03T14:45:12+05:30
JMFINANCIL,1D,bullish,standard,133.88,133.5,0.28,1.45,133.5,124.72,2026-09-03,20,False,True,2026-09-03T14:45:12+05:30
WELCORP,1D,bullish,standard,2649.0,2592.0,2.2,1.34,2592.0,1791.1,2026-09-03,20,True,True,2026-09-03T14:45:12+05:30
BEML,1D,bullish,standard,2075.0,2047.8,1.33,1.3,2047.8,1670.5,2026-09-03,20,False,True,2026-09-03T14:45:12+05:30
DEEPAKFERT,1D,bearish,standard,1366.7,1388.0,-1.53,2.61,1591.15,1388.0,2026-09-03,20,False,True,2026-09-03T14:45:12+05:30
CEATLTD,1D,bearish,standard,3325.1,3337.0,-0.36,1.31,3824.8,3337.0,2026-09-03,20,False,True,2026-09-03T14:45:12+05:30
BHARATFORG,1D,bearish,standard,1985.9,2005.0,-0.95,1.26,2295.0,2005.0,2026-09-03,20,False,True,2026-09-03T14:45:12+05:30
ENGINERSIN,1W,bullish,standard,282.7,267.0,5.88,6.37,267.0,206.23,2026-09-04,20,False,True,2026-09-03T14:45:12+05:30
CAPLIPOINT,1W,bullish,standard,2828.2,2699.0,4.79,5.72,2699.0,1645.74,2026-09-04,20,False,True,2026-09-03T14:45:12+05:30
SAILIFE,1W,bullish,standard,1574.0,1506.3,4.49,3.25,1506.3,944.0,2026-09-04,20,False,True,2026-09-03T14:45:12+05:30
INDGN,1W,bullish,standard,600.5,587.15,2.27,2.51,587.15,468.74,2026-09-04,20,False,True,2026-09-03T14:45:12+05:30
PTCIL,1W,bullish,standard,23735.0,22215.0,6.84,1.73,22215.0,14834.0,2026-09-04,20,False,True,2026-09-03T14:45:12+05:30
BEML,1W,bullish,standard,2075.0,2034.4,2.0,1.32,2034.4,1563.03,2026-09-04,20,False,True,2026-09-03T14:45:12+05:30
ANTHEM,1W,bullish,standard,948.1,942.6,0.58,1.25,942.6,707.65,2026-09-04,20,False,True,2026-09-03T14:45:12+05:30
FIRSTCRY,1W,bearish,standard,178.33,184.97,-3.59,2.75,269.4,184.97,2026-09-04,20,False,True,2026-09-03T14:45:12+05:30
BIKAJI,1W,bearish,standard,586.55,598.1,-1.93,2.14,707.37,598.1,2026-09-04,20,False,True,2026-09-03T14:45:12+05:30
GODREJCP,1W,bearish,standard,876.4,902.81,-2.93,1.28,1136.05,902.81,2026-09-04,20,False,True,2026-09-03T14:45:12+05:30
ICICIAMC,1W,bearish,standard,2984.6,3020.5,-1.19,1.27,3597.03,3020.5,2026-09-04,20,False,True,2026-09-03T14:45:12+05:30
