symbol,status,type,distance_pct,trend,ltp,virgin_level,pivot,tc,bc,width_pct,width_percentile,narrow_threshold_pct,days_virgin,source_date,session_date,is_virgin,is_narrow,narrow_percentile_used,scanned_at
CRISIL,4055.00,V+N,5.75,above,4288.0,4055.0,4054.57,4055.0,4054.13,0.021,2.5,0.049,1,2026-07-14,2026-07-16,True,True,5.0,2026-07-16T12:44:23+05:30
BAYERCROP,4078.35,V+N,2.38,above,4175.5,4078.35,4077.9,4078.35,4077.45,0.022,2.7,0.031,1,2026-07-14,2026-07-16,True,True,5.0,2026-07-16T12:44:23+05:30
CCL,1229.40,V+N,-1.17,below,1215.0,1229.4,1229.43,1229.47,1229.4,0.005,2.7,0.015,1,2026-07-14,2026-07-16,True,True,5.0,2026-07-16T12:44:23+05:30
JSWENERGY,557.28,V+N,-1.91,below,546.65,557.28,557.3,557.33,557.28,0.009,3.0,0.025,1,2026-07-14,2026-07-16,True,True,5.0,2026-07-16T12:44:23+05:30
TMPV,332.98,V+N,0.22,above,333.7,332.98,332.97,332.98,332.95,0.01,3.0,0.02,1,2026-07-15,2026-07-16,True,True,5.0,2026-07-16T12:44:23+05:30
GRANULES,894.97,V+N,0.95,above,903.5,894.97,894.85,894.97,894.73,0.028,3.6,0.038,1,2026-07-14,2026-07-16,True,True,5.0,2026-07-16T12:44:23+05:30
LTM,4052.50,V+N,1.2,above,4101.1,4052.5,4051.87,4052.5,4051.23,0.031,4.4,0.032,1,2026-07-15,2026-07-16,True,True,5.0,2026-07-16T12:44:23+05:30
DIVISLAB,7145.25,V+W,3.07,above,7364.5,7145.25,7102.0,7145.25,7058.75,1.218,97.0,0.024,1,2026-07-14,2026-07-16,True,False,5.0,2026-07-16T12:44:23+05:30
SPLPETRO,725.12,V,-2.25,below,708.8,725.12,725.3,725.48,725.12,0.048,6.0,0.04,1,2026-07-14,2026-07-16,True,False,5.0,2026-07-16T12:44:23+05:30
CARBORUNIV,1065.95,V,1.27,above,1079.5,1065.95,1065.7,1065.95,1065.45,0.047,7.1,0.031,1,2026-07-14,2026-07-16,True,False,5.0,2026-07-16T12:44:23+05:30
NEWGEN,557.55,V,3.58,above,577.5,557.55,557.4,557.55,557.25,0.054,7.1,0.031,1,2026-07-15,2026-07-16,True,False,5.0,2026-07-16T12:44:23+05:30
SUNDARMFIN,4459.85,V,0.43,above,4478.9,4459.85,4458.6,4459.85,4457.35,0.056,7.7,0.03,1,2026-07-14,2026-07-16,True,False,5.0,2026-07-16T12:44:23+05:30
RADICO,4089.02,V,0.88,above,4125.0,4089.02,4088.03,4089.02,4087.05,0.048,8.2,0.021,1,2026-07-15,2026-07-16,True,False,5.0,2026-07-16T12:44:23+05:30
DATAPATTNS,4217.48,V,-2.15,below,4126.9,4217.48,4220.47,4223.45,4217.48,0.141,8.8,0.075,1,2026-07-14,2026-07-16,True,False,5.0,2026-07-16T12:44:23+05:30
UNOMINDA,1136.55,V,1.0,above,1147.9,1136.55,1136.1,1136.55,1135.65,0.079,9.3,0.05,1,2026-07-14,2026-07-16,True,False,5.0,2026-07-16T12:44:23+05:30
TITAN,4577.00,V,1.19,above,4631.5,4577.0,4575.9,4577.0,4574.8,0.048,10.4,0.018,1,2026-07-14,2026-07-16,True,False,5.0,2026-07-16T12:44:23+05:30
CANHLIFE,146.84,V,4.38,above,153.28,146.84,146.8,146.84,146.75,0.064,10.9,0.019,1,2026-07-14,2026-07-16,True,False,5.0,2026-07-16T12:44:23+05:30
HUDCO,207.51,V,-2.65,below,202.01,207.51,207.63,207.74,207.51,0.108,11.8,0.036,1,2026-07-14,2026-07-16,True,False,5.0,2026-07-16T12:44:23+05:30
IGIL,343.57,V,1.29,above,348.0,343.57,343.38,343.57,343.2,0.107,11.8,0.028,1,2026-07-14,2026-07-16,True,False,5.0,2026-07-16T12:44:23+05:30
GABRIEL,1250.60,V,6.32,above,1329.7,1250.6,1249.93,1250.6,1249.27,0.107,12.1,0.033,1,2026-07-14,2026-07-16,True,False,5.0,2026-07-16T12:44:23+05:30
INDIGO,5175.75,V,1.33,above,5244.5,5175.75,5174.17,5175.75,5172.58,0.061,12.3,0.023,1,2026-07-15,2026-07-16,True,False,5.0,2026-07-16T12:44:23+05:30
MRF,130974.17,V,0.65,above,131830.0,130974.17,130923.33,130974.17,130872.5,0.078,12.3,0.037,1,2026-07-14,2026-07-16,True,False,5.0,2026-07-16T12:44:23+05:30
BERGEPAINT,489.68,V,1.29,above,496.0,489.68,489.48,489.68,489.29,0.078,12.9,0.013,1,2026-07-14,2026-07-16,True,False,5.0,2026-07-16T12:44:23+05:30
TRITURBINE,607.41,V,5.12,above,638.5,607.41,607.17,607.41,606.93,0.08,12.9,0.022,1,2026-07-14,2026-07-16,True,False,5.0,2026-07-16T12:44:23+05:30
THELEELA,493.90,V,-2.9,below,479.6,493.9,494.2,494.5,493.9,0.121,14.7,0.034,1,2026-07-14,2026-07-16,True,False,5.0,2026-07-16T12:44:23+05:30
JKCEMENT,5349.67,V,1.99,above,5456.0,5349.67,5346.33,5349.67,5343.0,0.125,16.7,0.033,1,2026-07-14,2026-07-16,True,False,5.0,2026-07-16T12:44:23+05:30
CLEAN,759.73,V,1.49,above,771.05,759.73,759.17,759.73,758.61,0.147,17.8,0.026,1,2026-07-14,2026-07-16,True,False,5.0,2026-07-16T12:44:23+05:30
LATENTVIEW,300.62,V,2.89,above,309.3,300.62,300.38,300.62,300.14,0.161,18.1,0.033,1,2026-07-15,2026-07-16,True,False,5.0,2026-07-16T12:44:23+05:30
SCI,285.93,V,1.93,above,291.45,285.93,285.68,285.93,285.44,0.169,18.4,0.045,1,2026-07-14,2026-07-16,True,False,5.0,2026-07-16T12:44:23+05:30
BRITANNIA,5291.50,V,0.63,above,5325.0,5291.5,5288.83,5291.5,5286.17,0.101,18.9,0.025,1,2026-07-14,2026-07-16,True,False,5.0,2026-07-16T12:44:23+05:30
ACMESOLAR,385.85,V,2.37,above,395.0,385.85,385.43,385.85,385.02,0.216,19.7,0.05,1,2026-07-14,2026-07-16,True,False,5.0,2026-07-16T12:44:23+05:30
UPL,596.87,V,4.24,above,622.2,596.87,596.45,596.87,596.02,0.143,20.0,0.02,1,2026-07-15,2026-07-16,True,False,5.0,2026-07-16T12:44:23+05:30
INDIACEM,377.88,V,4.4,above,394.5,377.88,377.57,377.88,377.26,0.163,21.1,0.03,1,2026-07-14,2026-07-16,True,False,5.0,2026-07-16T12:44:23+05:30
KAYNES,3332.38,V,2.72,above,3423.0,3332.38,3327.57,3332.38,3322.75,0.289,21.1,0.049,1,2026-07-15,2026-07-16,True,False,5.0,2026-07-16T12:44:23+05:30
BPCL,305.11,V,2.52,above,312.8,305.11,304.87,305.11,304.62,0.159,21.9,0.022,1,2026-07-14,2026-07-16,True,False,5.0,2026-07-16T12:44:23+05:30
SRF,2742.58,V,4.9,above,2877.1,2742.58,2740.27,2742.58,2737.95,0.169,22.5,0.028,1,2026-07-14,2026-07-16,True,False,5.0,2026-07-16T12:44:23+05:30
BANDHANBNK,208.50,V,3.66,above,216.14,208.5,208.29,208.5,208.08,0.202,22.7,0.027,1,2026-07-14,2026-07-16,True,False,5.0,2026-07-16T12:44:23+05:30
BHEL,405.00,V,2.96,above,417.0,405.0,404.63,405.0,404.27,0.181,22.7,0.053,1,2026-07-14,2026-07-16,True,False,5.0,2026-07-16T12:44:23+05:30
HSCL,680.78,V,6.37,above,724.15,680.78,680.02,680.78,679.25,0.225,23.3,0.035,1,2026-07-15,2026-07-16,True,False,5.0,2026-07-16T12:44:23+05:30
DEEPAKFERT,1540.13,V,3.59,above,1595.5,1540.13,1538.27,1540.13,1536.4,0.243,24.1,0.044,1,2026-07-14,2026-07-16,True,False,5.0,2026-07-16T12:44:23+05:30
GPIL,252.15,V,-2.97,below,244.65,252.15,252.45,252.75,252.15,0.238,25.5,0.033,1,2026-07-14,2026-07-16,True,False,5.0,2026-07-16T12:44:23+05:30
GODFRYPHLP,2079.30,V,2.43,above,2129.8,2079.3,2076.37,2079.3,2073.43,0.283,25.8,0.041,1,2026-07-14,2026-07-16,True,False,5.0,2026-07-16T12:44:23+05:30
HONAUT,38160.00,V,3.22,above,39390.0,38160.0,38126.67,38160.0,38093.33,0.175,26.8,0.024,1,2026-07-14,2026-07-16,True,False,5.0,2026-07-16T12:44:23+05:30
MPHASIS,2346.45,V,0.74,above,2363.9,2346.45,2344.03,2346.45,2341.62,0.206,27.1,0.024,1,2026-07-15,2026-07-16,True,False,5.0,2026-07-16T12:44:23+05:30
ZFCVINDIA,2320.70,V,1.42,above,2353.6,2320.7,2318.2,2320.7,2315.7,0.216,27.1,0.037,1,2026-07-14,2026-07-16,True,False,5.0,2026-07-16T12:44:23+05:30
JSWCEMENT,137.25,V,2.92,above,141.26,137.25,137.08,137.25,136.92,0.243,27.3,0.038,1,2026-07-14,2026-07-16,True,False,5.0,2026-07-16T12:44:23+05:30
ALKEM,5597.75,V,1.33,above,5672.0,5597.75,5594.0,5597.75,5590.25,0.134,27.7,0.024,1,2026-07-14,2026-07-16,True,False,5.0,2026-07-16T12:44:23+05:30
GAIL,171.92,V,0.7,above,173.13,171.92,171.79,171.92,171.65,0.161,29.0,0.015,1,2026-07-14,2026-07-16,True,False,5.0,2026-07-16T12:44:23+05:30
BSOFT,286.55,V,0.85,above,289.0,286.55,286.18,286.55,285.82,0.256,29.3,0.035,1,2026-07-15,2026-07-16,True,False,5.0,2026-07-16T12:44:23+05:30
DIXON,13345.83,V,8.44,above,14472.0,13345.83,13326.67,13345.83,13307.5,0.288,29.6,0.05,1,2026-07-14,2026-07-16,True,False,5.0,2026-07-16T12:44:23+05:30
APARINDS,13668.50,V,2.26,above,13977.0,13668.5,13644.0,13668.5,13619.5,0.359,31.5,0.049,1,2026-07-14,2026-07-16,True,False,5.0,2026-07-16T12:44:23+05:30
CHOICEIN,813.60,V,0.73,above,819.55,813.6,812.67,813.6,811.73,0.23,32.3,0.026,1,2026-07-14,2026-07-16,True,False,5.0,2026-07-16T12:44:23+05:30
NETWEB,4406.55,V,-2.09,below,4314.5,4406.55,4415.0,4423.45,4406.55,0.383,32.3,0.055,1,2026-07-14,2026-07-16,True,False,5.0,2026-07-16T12:44:23+05:30
AARTIIND,485.15,V,3.89,above,504.0,485.15,484.45,485.15,483.75,0.289,35.1,0.037,1,2026-07-14,2026-07-16,True,False,5.0,2026-07-16T12:44:23+05:30
RKFORGE,556.52,V,1.53,above,565.05,556.52,555.63,556.52,554.74,0.321,35.1,0.05,1,2026-07-14,2026-07-16,True,False,5.0,2026-07-16T12:44:23+05:30
IPCALAB,1837.40,V,3.07,above,1893.8,1837.4,1834.4,1837.4,1831.4,0.327,35.9,0.032,1,2026-07-14,2026-07-16,True,False,5.0,2026-07-16T12:44:23+05:30
