symbol,status,type,distance_pct,trend,ltp,virgin_level,pivot,tc,bc,width_pct,width_percentile,narrow_threshold_pct,days_virgin,source_date,session_date,is_virgin,is_narrow,narrow_percentile_used,scanned_at
COLPAL,1820.0,V+N,-1.3,below,1796.3,1820.0,1820.1,1820.2,1820.0,0.011,1.9,0.025,1,2026-09-08,2026-09-09,True,True,5.0,2026-09-09T14:45:39+05:30
MPHASIS,2354.55,V+N,-1.69,below,2314.8,2354.55,2354.7,2354.85,2354.55,0.013,2.2,0.028,1,2026-09-08,2026-09-09,True,True,5.0,2026-09-09T14:45:39+05:30
HOMEFIRST,1236.8,V+N,-2.47,below,1206.3,1236.8,1236.9,1237.0,1236.8,0.016,2.5,0.042,1,2026-09-08,2026-09-09,True,True,5.0,2026-09-09T14:45:39+05:30
FIRSTCRY,176.27,V+N,-1.48,below,173.65,176.27,176.29,176.32,176.27,0.028,3.0,0.06,1,2026-09-08,2026-09-09,True,True,5.0,2026-09-09T14:45:39+05:30
TORNTPOWER,1270.75,V+N,3.01,above,1309.0,1270.75,1270.57,1270.75,1270.38,0.029,4.4,0.035,1,2026-09-08,2026-09-09,True,True,5.0,2026-09-09T14:45:39+05:30
IIFL,634.03,V+W,-4.08,below,608.15,634.03,640.07,646.1,634.03,1.885,97.3,0.027,1,2026-09-08,2026-09-09,True,False,5.0,2026-09-09T14:45:39+05:30
IFCI,94.3,V+W,-5.26,below,89.34,94.3,95.99,97.68,94.3,3.521,98.4,0.102,1,2026-09-08,2026-09-09,True,False,5.0,2026-09-09T14:45:39+05:30
PFIZER,4353.93,V+W,-3.97,below,4181.0,4353.93,4397.17,4440.4,4353.93,1.966,99.5,0.025,1,2026-09-08,2026-09-09,True,False,5.0,2026-09-09T14:45:39+05:30
NTPC,330.93,V,1.08,above,334.5,330.93,330.88,330.93,330.84,0.025,6.6,0.015,1,2026-09-08,2026-09-09,True,False,5.0,2026-09-09T14:45:39+05:30
OLAELEC,37.65,V,-0.98,below,37.28,37.65,37.67,37.69,37.65,0.106,7.9,0.073,1,2026-09-08,2026-09-09,True,False,5.0,2026-09-09T14:45:39+05:30
BSOFT,281.77,V,-1.67,below,277.05,281.77,281.88,282.0,281.77,0.083,11.5,0.042,1,2026-09-08,2026-09-09,True,False,5.0,2026-09-09T14:45:39+05:30
CARTRADE,3167.85,V,-3.91,below,3044.0,3167.85,3170.8,3173.75,3167.85,0.186,13.2,0.061,1,2026-09-08,2026-09-09,True,False,5.0,2026-09-09T14:45:39+05:30
BSE,3396.7,V,-2.95,below,3296.5,3396.7,3399.4,3402.1,3396.7,0.159,14.2,0.031,1,2026-09-08,2026-09-09,True,False,5.0,2026-09-09T14:45:39+05:30
MAHABANK,84.84,V,-0.48,below,84.44,84.84,84.9,84.95,84.84,0.126,14.5,0.042,1,2026-09-08,2026-09-09,True,False,5.0,2026-09-09T14:45:39+05:30
CENTRALBK,30.91,V,-0.97,below,30.61,30.91,30.93,30.94,30.91,0.108,14.8,0.032,1,2026-09-08,2026-09-09,True,False,5.0,2026-09-09T14:45:39+05:30
DELHIVERY,454.23,V,-0.85,below,450.35,454.23,454.45,454.67,454.23,0.099,14.8,0.023,1,2026-09-08,2026-09-09,True,False,5.0,2026-09-09T14:45:39+05:30
ZENSARTECH,450.85,V,-3.11,below,436.85,450.85,451.15,451.45,450.85,0.133,14.8,0.035,1,2026-09-08,2026-09-09,True,False,5.0,2026-09-09T14:45:39+05:30
ABFRL,52.28,V,-1.66,below,51.41,52.28,52.31,52.35,52.28,0.14,15.1,0.028,1,2026-09-08,2026-09-09,True,False,5.0,2026-09-09T14:45:39+05:30
M&MFIN,374.6,V,-3.07,below,363.1,374.6,374.85,375.1,374.6,0.133,17.0,0.039,1,2026-09-08,2026-09-09,True,False,5.0,2026-09-09T14:45:39+05:30
POONAWALLA,455.56,V,-1.82,below,447.25,455.56,455.87,456.18,455.56,0.135,17.3,0.033,1,2026-09-08,2026-09-09,True,False,5.0,2026-09-09T14:45:39+05:30
HCLTECH,1277.7,V,-3.88,below,1228.1,1277.7,1278.4,1279.1,1277.7,0.11,17.5,0.03,1,2026-09-08,2026-09-09,True,False,5.0,2026-09-09T14:45:39+05:30
KFINTECH,922.62,V,-1.23,below,911.3,922.62,923.45,924.27,922.62,0.179,19.5,0.019,1,2026-09-08,2026-09-09,True,False,5.0,2026-09-09T14:45:39+05:30
TCS,2256.75,V,-1.93,below,2213.3,2256.75,2258.0,2259.25,2256.75,0.111,19.5,0.029,1,2026-09-08,2026-09-09,True,False,5.0,2026-09-09T14:45:39+05:30
TECHM,1555.65,V,-3.4,below,1502.7,1555.65,1556.77,1557.88,1555.65,0.143,23.6,0.038,1,2026-09-08,2026-09-09,True,False,5.0,2026-09-09T14:45:39+05:30
DABUR,375.28,V,-1.27,below,370.5,375.28,375.57,375.85,375.28,0.151,23.8,0.032,1,2026-09-08,2026-09-09,True,False,5.0,2026-09-09T14:45:39+05:30
PERSISTENT,5545.5,V,-2.17,below,5425.0,5545.5,5550.33,5555.17,5545.5,0.174,24.1,0.018,1,2026-09-08,2026-09-09,True,False,5.0,2026-09-09T14:45:39+05:30
TATAELXSI,3483.75,V,-2.59,below,3393.5,3483.75,3486.5,3489.25,3483.75,0.158,24.7,0.035,1,2026-09-08,2026-09-09,True,False,5.0,2026-09-09T14:45:39+05:30
JIOFIN,233.32,V,-0.93,below,231.15,233.32,233.5,233.68,233.32,0.15,24.9,0.023,1,2026-09-08,2026-09-09,True,False,5.0,2026-09-09T14:45:39+05:30
ASIANPAINT,2483.25,V,-0.09,below,2480.9,2483.25,2484.9,2486.55,2483.25,0.133,25.5,0.022,1,2026-09-08,2026-09-09,True,False,5.0,2026-09-09T14:45:39+05:30
