symbol,status,type,distance_pct,trend,ltp,virgin_level,pivot,tc,bc,width_pct,width_percentile,narrow_threshold_pct,days_virgin,source_date,session_date,is_virgin,is_narrow,narrow_percentile_used,scanned_at
HOMEFIRST,1177.1,V+N,0.33,above,1181.0,1177.1,1177.1,1177.1,1177.1,0.0,0.0,0.042,1,2026-08-18,2026-08-20,True,True,5.0,2026-08-20T10:54:01+05:30
SAPPHIRE,231.99,V+N,1.68,above,235.89,231.99,231.98,231.99,231.97,0.004,1.4,0.05,1,2026-08-18,2026-08-20,True,True,5.0,2026-08-20T10:54:01+05:30
ABDL,612.68,V+N,-2.3,below,598.6,612.68,612.77,612.85,612.68,0.027,2.5,0.075,1,2026-08-18,2026-08-20,True,True,5.0,2026-08-20T10:54:01+05:30
BBTC,1473.27,V+N,-1.78,below,1447.1,1473.27,1473.33,1473.4,1473.27,0.009,2.5,0.029,1,2026-08-18,2026-08-20,True,True,5.0,2026-08-20T10:54:01+05:30
SIGNATURE,801.03,V+N,-1.23,below,791.2,801.03,801.12,801.2,801.03,0.021,3.6,0.028,1,2026-08-18,2026-08-20,True,True,5.0,2026-08-20T10:54:01+05:30
ANTHEM,891.17,V+N,-1.62,below,876.7,891.17,891.3,891.42,891.17,0.028,3.7,0.042,1,2026-08-18,2026-08-20,True,True,5.0,2026-08-20T10:54:01+05:30
INDIANB,873.1,V+N,0.92,above,881.1,873.1,873.05,873.1,873.0,0.011,3.8,0.024,1,2026-08-19,2026-08-20,True,True,5.0,2026-08-20T10:54:01+05:30
SHRIRAMFIN,1105.87,V+N,2.35,above,1131.9,1105.87,1105.73,1105.87,1105.6,0.024,3.8,0.033,1,2026-08-19,2026-08-20,True,True,5.0,2026-08-20T10:54:01+05:30
KPRMILL,1125.95,V+N,1.18,above,1139.2,1125.95,1125.7,1125.95,1125.45,0.044,4.1,0.052,1,2026-08-19,2026-08-20,True,True,5.0,2026-08-20T10:54:01+05:30
BANDHANBNK,169.26,V+N,3.32,above,174.88,169.26,169.24,169.26,169.22,0.026,4.9,0.026,1,2026-08-19,2026-08-20,True,True,5.0,2026-08-20T10:54:01+05:30
