symbol,status,type,distance_pct,trend,ltp,virgin_level,pivot,tc,bc,width_pct,width_percentile,narrow_threshold_pct,days_virgin,source_date,session_date,is_virgin,is_narrow,narrow_percentile_used,scanned_at
KOTAKBANK,383.75,V+W,-0.79,below,380.7,383.75,385.82,387.88,383.75,1.071,98.4,0.025,1,2026-07-17,2026-07-20,True,False,5.0,2026-07-20T13:15:11+05:30
HDFCBANK,816.10,V,-4.31,below,780.95,816.1,817.27,818.43,816.1,0.286,61.4,0.02,1,2026-07-17,2026-07-20,True,False,5.0,2026-07-20T13:15:11+05:30
WIPRO,175.63,V,0.5,above,176.52,175.63,175.27,175.63,174.9,0.417,68.2,0.013,1,2026-07-17,2026-07-20,True,False,5.0,2026-07-20T13:15:11+05:30
AXISBANK,1319.00,V,-4.82,below,1255.4,1319.0,1322.17,1325.33,1319.0,0.479,77.0,0.023,1,2026-07-17,2026-07-20,True,False,5.0,2026-07-20T13:15:11+05:30
ULTRACEMCO,11732.50,TOUCHED,0.82,above,11829.0,11732.5,11730.67,11732.5,11728.83,0.031,6.3,0.023,0,2026-07-17,2026-07-20,False,False,5.0,2026-07-20T13:15:11+05:30
NTPC,342.07,TOUCHED,1.12,above,345.9,342.07,342.0,342.07,341.93,0.044,8.8,0.016,0,2026-07-17,2026-07-20,False,False,5.0,2026-07-20T13:15:11+05:30
MARUTI,13792.50,TOUCHED,-2.5,below,13447.0,13792.5,13796.0,13799.5,13792.5,0.051,12.1,0.017,0,2026-07-17,2026-07-20,False,False,5.0,2026-07-20T13:15:11+05:30
TITAN,4635.00,TOUCHED,0.26,above,4647.1,4635.0,4631.9,4635.0,4628.8,0.134,23.6,0.018,0,2026-07-17,2026-07-20,False,False,5.0,2026-07-20T13:15:11+05:30
ASIANPAINT,2682.50,TOUCHED,-0.32,below,2674.0,2682.5,2684.67,2686.83,2682.5,0.161,32.6,0.022,0,2026-07-17,2026-07-20,False,False,5.0,2026-07-20T13:15:11+05:30
SUNPHARMA,1937.55,TOUCHED,0.99,above,1956.7,1937.55,1935.9,1937.55,1934.25,0.17,33.2,0.02,0,2026-07-17,2026-07-20,False,False,5.0,2026-07-20T13:15:11+05:30
BHARTIARTL,1913.95,TOUCHED,1.0,above,1933.1,1913.95,1912.23,1913.95,1910.52,0.18,38.6,0.013,0,2026-07-17,2026-07-20,False,False,5.0,2026-07-20T13:15:11+05:30
ITC,280.43,TOUCHED,0.94,above,283.05,280.43,280.15,280.43,279.88,0.196,44.1,0.021,0,2026-07-17,2026-07-20,False,False,5.0,2026-07-20T13:15:11+05:30
LT,3809.10,TOUCHED,0.84,above,3841.2,3809.1,3803.7,3809.1,3798.3,0.284,53.2,0.024,0,2026-07-17,2026-07-20,False,False,5.0,2026-07-20T13:15:11+05:30
ICICIBANK,1442.00,TOUCHED,0.87,above,1454.6,1442.0,1439.7,1442.0,1437.4,0.32,68.2,0.025,0,2026-07-17,2026-07-20,False,False,5.0,2026-07-20T13:15:11+05:30
SBIN,1042.25,TOUCHED,0.55,above,1048.0,1042.25,1040.2,1042.25,1038.15,0.394,70.1,0.011,0,2026-07-17,2026-07-20,False,False,5.0,2026-07-20T13:15:11+05:30
BAJFINANCE,1053.55,TOUCHED,0.57,above,1059.6,1053.55,1050.8,1053.55,1048.05,0.523,71.2,0.025,0,2026-07-17,2026-07-20,False,False,5.0,2026-07-20T13:15:11+05:30
INFY,1099.13,TOUCHED,-0.76,below,1090.8,1099.13,1101.77,1104.4,1099.13,0.478,77.3,0.029,0,2026-07-17,2026-07-20,False,False,5.0,2026-07-20T13:15:11+05:30
HINDUNILVR,2136.97,TOUCHED,0.09,above,2138.9,2136.97,2130.13,2136.97,2123.3,0.642,87.4,0.015,0,2026-07-17,2026-07-20,False,False,5.0,2026-07-20T13:15:11+05:30
TCS,2253.03,TOUCHED,0.29,inside,2259.6,2253.03,2253.03,2261.02,2245.05,0.709,88.2,0.029,0,2026-07-17,2026-07-20,False,False,5.0,2026-07-20T13:15:11+05:30
RELIANCE,1322.53,TOUCHED,0.7,above,1331.8,1322.53,1317.87,1322.53,1313.2,0.708,91.8,0.027,0,2026-07-17,2026-07-20,False,False,5.0,2026-07-20T13:15:11+05:30
