scanned_at,scanned_at_display,symbols_scanned,universe_total,universe_sample,timeframes,mode,breakout_mode,direction,vol_mult,lookback,atr_mult,only_52w,max_symbols,breakout_count
2026-09-22T19:46:24+05:30,"22 Sep 2026, 07:46 PM IST",500,501,even,"1H, 1D, 1W, 1M",Standard,standard,Both,1.25,20,,False,500,40
