scanned_at,scanned_at_display,symbols_scanned,universe_total,universe_sample,timeframe,narrow_percentile,virgin_count,result_count
2026-09-11T14:44:06+05:30,"11 Sep 2026, 02:44 PM IST",500,501,even,Daily,5.0,224,499
